family_id	read_estimated_bp	old_assembly_bp	new_assembly_bp	sensitivity_assembly_bp	old_read_ratio	new_read_ratio	old_new_ratio	predicted_missing_bp	observed_gain_bp	reference_state	prediction_state	eligibility	fate	outcome
TXF000016	60531.0936	446.0	10172.0	9940.0	0.0073681140299107365	0.16804586527410764	0.043845851356665355	60085.0936	9726.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000017	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000018	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000019	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000020	263874.0575	46823.0	714580.0	714580.0	0.17744449925699876	2.7080343053428053	0.06552520361611017	217051.0575	667757.0	reference_collapse	predicted_collapse	eligible	evaluated	TP
TXF000021	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000022	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000023	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000024	3304.0513	1128.0	1128.0	1128.0	0.34139905757516537	0.34139905757516537	1.0	2176.0513	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000025	257187.0535	0.0	0.0	0.0	0.0	0.0	NA	257187.0535	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000026	36.4881	0.0	0.0	0.0	0.0	0.0	NA	36.4881	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000027	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000028	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000029	3103.488	7920.0	7920.0	7920.0	2.5519673348181144	2.5519673348181144	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000030	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000031	7633.6111	0.0	0.0	0.0	0.0	0.0	NA	7633.6111	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000032	437.8568	147.0	147.0	147.0	0.33572620089490446	0.33572620089490446	1.0	290.8568	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000033	2914.7551	7192.0	7192.0	7192.0	2.467445721254592	2.467445721254592	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000034	981.634	0.0	0.0	0.0	0.0	0.0	NA	981.634	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000035	12042.032	0.0	0.0	0.0	0.0	0.0	NA	12042.032	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000036	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000037	2510.9928	4380.0	4380.0	4380.0	1.7443299717944234	1.7443299717944234	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000038	17557.7205	397.0	397.0	397.0	0.022611135653970573	0.022611135653970573	1.0	17160.7205	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000039	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000040	1649.7129	2590.0	2590.0	2590.0	1.569970144502113	1.569970144502113	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000041	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000042	40.1207	0.0	0.0	0.0	0.0	0.0	NA	40.1207	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000043	452.0242	70.0	70.0	70.0	0.1548589655155631	0.1548589655155631	1.0	382.0242	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000044	185.4353	711.0	711.0	711.0	3.8342214238605052	3.8342214238605052	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000045	601.3872	2037.0	2037.0	2037.0	3.3871688655827725	3.3871688655827725	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000046	3219.0551	4129.0	4561.0	4561.0	1.2826745339028214	1.416875405456713	0.9052839289629467	0.0	432.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000047	10447.3419	0.0	0.0	0.0	0.0	0.0	NA	10447.3419	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000048	50631.1373	0.0	523.0	523.0	0.0	0.010329611932300007	0.0	50631.1373	523.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000049	92069.0165	0.0	0.0	0.0	0.0	0.0	NA	92069.0165	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000050	947.0874	617.0	617.0	617.0	0.6514710257997308	0.6514710257997308	1.0	330.0874	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000051	588.9998	913.0	913.0	913.0	1.5500854159882567	1.5500854159882567	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000052	757.5028	2032.0	2032.0	2032.0	2.6824983353196847	2.6824983353196847	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000053	422.1153	1146.0	1146.0	1146.0	2.7148980385217025	2.7148980385217025	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000054	8832.6963	1287.0	1455.0	1455.0	0.14570862127343834	0.16472886088022748	0.8845360824742268	7545.6963	168.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000055	558.7034	70.0	70.0	70.0	0.12529009130783883	0.12529009130783883	1.0	488.7034	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000056	1210.7662	2227.0	2773.0	2773.0	1.8393311607145955	2.290285275555264	0.8031013342949874	0.0	546.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000057	1956.7293	6611.0	6611.0	6611.0	3.378597131447871	3.378597131447871	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000058	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000059	0.5651	0.0	0.0	0.0	0.0	0.0	NA	0.5651	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000060	451.0071	1050.0	1050.0	1050.0	2.328122994072599	2.328122994072599	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000061	49868.2945	3896.0	6425.0	6425.0	0.07812579192978014	0.1288393770915907	0.6063813229571985	45972.2945	2529.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000062	42799.8125	358.0	3841.0	3798.0	0.008364522624953089	0.08974338380571177	0.09320489455870867	42441.8125	3483.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000063	443.9839	999.0	999.0	999.0	2.250081590796423	2.250081590796423	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000064	1909.4401	4076.0	4076.0	4076.0	2.134657169921172	2.134657169921172	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000065	146.3963	0.0	0.0	0.0	0.0	0.0	NA	146.3963	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000066	985.3595	2906.0	3053.0	3053.0	2.9491774321960667	3.098361562455124	0.951850638716017	0.0	147.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000067	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000068	785.5268	489.0	489.0	489.0	0.6225121790879701	0.6225121790879701	1.0	296.5268	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000069	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000070	392.3921	364.0	364.0	364.0	0.9276435483792869	0.9276435483792869	1.0	28.392100000000028	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000071	5114.5296	7112.0	7930.0	7930.0	1.3905482138572431	1.550484721019114	0.8968474148802018	0.0	818.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000072	400.9167	634.0	634.0	634.0	1.5813758818228325	1.5813758818228325	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000073	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000074	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000075	183866.435	0.0	10139.0	10139.0	0.0	0.05514328920338288	0.0	183866.435	10139.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000076	3458.1973	0.0	0.0	0.0	0.0	0.0	NA	3458.1973	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000077	5968.964	213.0	213.0	213.0	0.035684584460552955	0.035684584460552955	1.0	5755.964	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000078	17265.6061	6715.0	25707.0	25707.0	0.3889235026623247	1.488913847049945	0.2612128992103318	10550.6061	18992.0	reference_collapse	predicted_collapse	eligible	evaluated	TP
TXF000079	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000080	10759.6539	615.0	615.0	615.0	0.05715797233961215	0.05715797233961215	1.0	10144.6539	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000081	265.7655	0.0	0.0	0.0	0.0	0.0	NA	265.7655	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000082	535.4544	797.0	797.0	797.0	1.4884554128232022	1.4884554128232022	1.0	0.0	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000083	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000084	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000085	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000086	260.6879	536.0	536.0	536.0	2.0560984993933356	2.0560984993933356	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000087	50.5667	122.0	122.0	122.0	2.412654968586046	2.412654968586046	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000088	22039.1095	35252.0	35252.0	35252.0	1.5995201621009234	1.5995201621009234	1.0	0.0	0.0	reference_retained	predicted_old_excess	eligible	evaluated	TN
TXF000089	532.5402	1370.0	1461.0	1461.0	2.5725757416998754	2.743454860309137	0.9377138945927447	0.0	91.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000090	1797.5218	2934.0	3589.0	3589.0	1.6322472417302534	1.9966378154634898	0.8174979102814154	0.0	655.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000091	461.5297	0.0	0.0	0.0	0.0	0.0	NA	461.5297	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000092	611.9824	709.0	709.0	709.0	1.158530049230174	1.158530049230174	1.0	0.0	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000093	283.7674	459.0	459.0	459.0	1.617521956362852	1.617521956362852	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000094	1208.5624	1328.0	1328.0	1328.0	1.0988261756281679	1.0988261756281679	1.0	0.0	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000095	358.907	656.0	656.0	656.0	1.8277715397024856	1.8277715397024856	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000096	822.6445	0.0	0.0	0.0	0.0	0.0	NA	822.6445	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000097	96.871	416.0	416.0	416.0	4.294370864345367	4.294370864345367	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000098	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000099	363.4599	1046.0	1046.0	1046.0	2.8778965712586175	2.8778965712586175	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000100	308.631	187.0	187.0	187.0	0.6059015458589708	0.6059015458589708	1.0	121.63099999999997	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000101	1630.7383	200.0	1160.0	1160.0	0.12264383561727839	0.7113342465802146	0.1724137931034483	1430.7383	960.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000102	5917.4528	0.0	0.0	0.0	0.0	0.0	NA	5917.4528	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000103	324.2756	525.0	525.0	525.0	1.6189932267490985	1.6189932267490985	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000104	363.6295	1916.0	1916.0	1916.0	5.269099454252199	5.269099454252199	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000105	234.113	267.0	267.0	267.0	1.1404748988736209	1.1404748988736209	1.0	0.0	0.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000106	2215.5201	0.0	711.0	711.0	0.0	0.32091787386627635	0.0	2215.5201	711.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000107	717.814	572.0	2121.0	2121.0	0.7968638115166324	2.9548044479489115	0.2696841112682697	145.81399999999996	1549.0	reference_collapse	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000108	3.5318	0.0	0.0	0.0	0.0	0.0	NA	3.5318	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000109	1391.2369	0.0	0.0	0.0	0.0	0.0	NA	1391.2369	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000110	477.695	551.0	597.0	597.0	1.1534556568521757	1.249751410418782	0.9229480737018425	0.0	46.0	reference_retained	predicted_retained	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000111	338.104	0.0	0.0	0.0	0.0	0.0	NA	338.104	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000112	598.5981	0.0	0.0	0.0	0.0	0.0	NA	598.5981	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000113	23675.6559	57131.0	57131.0	57131.0	2.4130693671722097	2.4130693671722097	1.0	0.0	0.0	reference_retained	predicted_old_excess	eligible	evaluated	TN
TXF000114	522.1346	1944.0	1944.0	1944.0	3.723177893209912	3.723177893209912	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000115	79.1194	0.0	0.0	0.0	0.0	0.0	NA	79.1194	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000116	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000117	66.1144	115.0	115.0	115.0	1.7394092663625473	1.7394092663625473	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000118	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000119	776.7761	0.0	353.0	353.0	0.0	0.45444240624808097	0.0	776.7761	353.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000120	1099.3081	0.0	1119.0	1119.0	0.0	1.017912994546297	0.0	1099.3081	1119.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000121	181.3425	380.0	380.0	380.0	2.095482305581979	2.095482305581979	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000122	504.8593	1295.0	1295.0	1295.0	2.5650711000074673	2.5650711000074673	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000123	1320.8197	5551.0	5551.0	5551.0	4.202693221489655	4.202693221489655	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000124	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000125	902.9022	485.0	485.0	485.0	0.5371567374628171	0.5371567374628171	1.0	417.9022	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000126	74.6714	358.0	358.0	358.0	4.794338930299954	4.794338930299954	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000127	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000128	87.2485	318.0	318.0	318.0	3.644761801062482	3.644761801062482	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000129	422.745	764.0	764.0	764.0	1.8072360406391559	1.8072360406391559	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000130	6930.9978	0.0	0.0	0.0	0.0	0.0	NA	6930.9978	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000131	7.7658	0.0	0.0	0.0	0.0	0.0	NA	7.7658	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000132	1246.6085	6516.0	6516.0	6516.0	5.226981847147681	5.226981847147681	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000133	502.8169	1212.0	1212.0	1212.0	2.4104201748191043	2.4104201748191043	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000134	355.3228	1024.0	1024.0	1024.0	2.881886554986058	2.881886554986058	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000135	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000136	293.0751	598.0	598.0	598.0	2.040432639961566	2.040432639961566	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000137	9021.4333	40584.0	40584.0	40584.0	4.498619969844481	4.498619969844481	1.0	0.0	0.0	reference_retained	predicted_old_excess	eligible	evaluated	TN
TXF000138	25235.7954	0.0	0.0	0.0	0.0	0.0	NA	25235.7954	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000139	732.0298	377.0	377.0	377.0	0.5150063562986097	0.5150063562986097	1.0	355.0298	0.0	reference_retained	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000140	449.8043	2147.0	2147.0	2147.0	4.7731869170659325	4.7731869170659325	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000141	231.4006	988.0	988.0	988.0	4.269651850513784	4.269651850513784	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000142	427.9922	882.0	882.0	882.0	2.060785219917559	2.060785219917559	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000143	378.2812	1256.0	1256.0	1256.0	3.3202813145353245	3.3202813145353245	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000144	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	unresolved	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000145	58.0338	144.0	144.0	144.0	2.4813126143730035	2.4813126143730035	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000146	189.1648	1212.0	1212.0	1212.0	6.407111682511757	6.407111682511757	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000147	795.9808	2350.0	2545.0	2545.0	2.952332518573312	3.1973133020293956	0.9233791748526523	0.0	195.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000148	359.6335	596.0	596.0	596.0	1.6572427207142826	1.6572427207142826	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000149	139.4942	259.0	259.0	259.0	1.8567080208352749	1.8567080208352749	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000150	617.8028	0.0	0.0	0.0	0.0	0.0	NA	617.8028	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000151	38.5062	374.0	374.0	374.0	9.712721587692371	9.712721587692371	1.0	0.0	0.0	reference_retained	predicted_old_excess	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000152	132.2289	0.0	0.0	0.0	0.0	0.0	NA	132.2289	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000153	11611.9733	59043.0	59042.0	59042.0	5.084665497809921	5.084579379802742	1.000016937095627	0.0	0.0	reference_retained	predicted_old_excess	eligible	evaluated	TN
TXF000154	67445.4619	0.0	18297.0	18297.0	0.0	0.27128585800373917	0.0	67445.4619	18297.0	reference_collapse	predicted_collapse	eligible	evaluated	TP
TXF000155	3209.82	460.0	4164.0	4164.0	0.14331021677228006	1.2972690057386396	0.11047070124879924	2749.82	3704.0	reference_collapse	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000156	0.0	55.0	55.0	55.0	NA	NA	1.0	0.0	0.0	reference_retained	unresolved	not_source_eligible	new_reference_below_primary_min_bp	NA
TXF000157	82942.4863	0.0	0.0	0.0	0.0	0.0	NA	82942.4863	0.0	unresolved	predicted_collapse	not_source_eligible	new_reference_below_primary_min_bp	NA
