prediction_index	read_id	start	end	period	matched_truth_index	truth_family_id	iou	status
166	r000000613	0	8619	171	166	f030	1.0	matched
167	r000000619	0	14815	171	167	megabase_171	1.0	matched
168	r000000629	0	6981	61	168	f016	0.9998567540466982	matched
169	r000000630	8193	11614	171	169	f022	0.9997076878105817	matched
170	r000000635	0	5486	171	170	f035	1.0	matched
171	r000000638	5539	6760	61	171	f005	0.9991809991809992	matched
172	r000000643	8569	12050	61	172	f013	1.0	matched
173	r000000645	0	15415	171	173	megabase_171	1.0	matched
174	r000000646	12440	15285	421	174	f040	0.999648629655657	matched
175	r000000649	10146	13566	171	175	f021	1.0	matched
176	r000000652	0	10840	421	176	f053	1.0	matched
177	r000000653	0	12016	171	177	megabase_171	1.0	matched
178	r000000657	3846	5068	61	178	f003	0.9983633387888707	matched
179	r000000658	0	10297	421	179	f049	1.0	matched
180	r000000662	3437	14755	421	180	f054	0.9999116529728774	matched
181	r000000665	0	14953	171	181	megabase_171	1.0	matched
182	r000000666	0	14929	171	182	megabase_171	1.0	matched
183	r000000669	0	16588	171	183	megabase_171	1.0	matched
184	r000000670	0	13705	421	184	f054	1.0	matched
185	r000000671	0	17127	421	185	f053	1.0	matched
186	r000000672	7046	12940	421	186	f048	1.0	matched
187	r000000677	2	11205	421	187	f052	0.9998215082552432	matched
188	r000000680	12252	15224	421	188	f038	1.0	matched
189	r000000684	0	16503	421	189	f049	1.0	matched
190	r000000688	0	15172	171	190	megabase_171	1.0	matched
191	r000000692	0	10644	171	191	megabase_171	1.0	matched
192	r000000693	7419	8641	61	192	f003	0.9983633387888707	matched
193	r000000702	0	16224	421	193	f053	1.0	matched
194	r000000705	3960	11306	421	194	f038	1.0	matched
195	r000000712	0	14720	171	195	megabase_171	1.0	matched
196	r000000713	12580	18264	421	196	f052	1.0	matched
197	r000000716	5608	15393	421	197	f047	1.0	matched
198	r000000718	0	17109	171	198	megabase_171	1.0	matched
199	r000000724	0	13960	171	199	f031	1.0	matched
200	r000000727	0	14400	421	200	f052	1.0	matched
201	r000000729	0	8779	61	201	f013	1.0	matched
202	r000000734	0	13871	421	202	f049	1.0	matched
203	r000000735	0	12409	421	203	f054	1.0	matched
204	r000000738	0	14397	171	204	megabase_171	1.0	matched
205	r000000741	5623	15561	61	205	f015	1.0	matched
206	r000000747	0	14391	171	206	megabase_171	1.0	matched
207	r000000750	4580	8001	171	207	f022	0.9997076878105817	matched
208	r000000759	0	17675	421	208	f052	1.0	matched
209	r000000760	0	18409	171	209	megabase_171	1.0	matched
210	r000000761	5940	10819	61	210	f008	0.9997950819672131	matched
211	r000000763	9960	11434	421	211	f038	1.0	matched
212	r000000767	0	15623	171	212	megabase_171	1.0	matched
213	r000000768	1	6791	171	213	f034	0.9997054925636872	matched
214	r000000770	4491	11612	421	214	f037	1.0	matched
215	r000000773	0	11458	171	215	megabase_171	1.0	matched
216	r000000775	0	6635	421	216	f043	1.0	matched
217	r000000777	0	14191	171	217	megabase_171	1.0	matched
218	r000000780	0	18123	171	218	megabase_171	1.0	matched
219	r000000785	0	20203	171	219	megabase_171	1.0	matched
220	r000000792	0	13645	421	220	f054	1.0	matched
221	r000000793	5027	14277	421	221	f046	0.9997837837837837	matched
222	r000000795	0	10546	171	222	f032	1.0	matched
223	r000000798	5330	10216	61	223	f009	0.9987720016373312	matched
224	r000000799	0	11273	171	224	megabase_171	1.0	matched
225	r000000805	0	1204	61	225	f003	0.9991694352159468	matched
226	r000000809	5219	8639	171	226	f024	1.0	matched
227	r000000811	0	13543	171	227	f035	1.0	matched
228	r000000815	0	11465	171	228	megabase_171	1.0	matched
229	r000000817	4690	16617	421	229	f054	0.9999161636485581	matched
230	r000000818	0	11948	171	230	megabase_171	1.0	matched
231	r000000820	0	13082	171	231	megabase_171	1.0	matched
232	r000000821	294	12363	171	232	megabase_171	1.0	matched
233	r000000823	1	12476	171	233	f030	0.9999198461045207	matched
234	r000000826	0	10853	421	234	f051	1.0	matched
235	r000000827	0	18283	171	235	megabase_171	0.9998906207273721	matched
236	r000000830	0	15188	171	236	megabase_171	1.0	matched
237	r000000831	0	14288	171	237	megabase_171	1.0	matched
238	r000000836	8450	15124	421	238	f051	1.0	matched
239	r000000841	2	10626	61	239	f016	0.9997176736307171	matched
240	r000000844	0	8708	171	240	f032	1.0	matched
241	r000000853	0	13069	171	241	f032	1.0	matched
242	r000000855	0	16161	171	242	f032	1.0	matched
243	r000000879	0	13978	171	243	f033	1.0	matched
244	r000000881	0	12383	171	244	megabase_171	1.0	matched
245	r000000883	0	964	171	245	megabase_171	1.0	matched
246	r000000885	0	5550	171	246	megabase_171	1.0	matched
247	r000000886	1	12646	171	247	megabase_171	0.9999209236122094	matched
248	r000000891	1044	14296	171	248	f025	1.0	matched
249	r000000892	637	4574	61	249	f018	0.999491998983998	matched
250	r000000893	9684	13826	421	250	f047	1.0	matched
251	r000000895	0	15816	171	251	megabase_171	1.0	matched
252	r000000897	8156	14437	171	252	f035	1.0	matched
253	r000000902	0	855	171	253	f032	1.0	matched
254	r000000903	0	17458	421	254	f049	1.0	matched
255	r000000906	0	15291	171	255	f031	1.0	matched
256	r000000923	0	12974	171	256	megabase_171	1.0	matched
257	r000000925	7599	12479	61	257	f007	1.0	matched
258	r000000927	0	13216	171	258	megabase_171	1.0	matched
259	r000000928	0	19113	171	259	megabase_171	1.0	matched
260	r000000930	0	12660	171	260	megabase_171	1.0	matched
261	r000000932	0	17683	171	261	f031	1.0	matched
262	r000000933	0	11149	421	262	f049	1.0	matched
263	r000000935	0	4735	61	263	f017	1.0	matched
264	r000000941	1679	2899	61	264	f001	1.0	matched
265	r000000944	0	1267	421	265	f041	1.0	matched
266	r000000949	0	10301	171	266	f036	1.0	matched
267	r000000955	0	9560	171	267	f035	1.0	matched
268	r000000966	0	16064	421	268	f054	1.0	matched
269	r000000967	0	475	61	269	f014	0.9515789473684211	matched
270	r000000971	0	13970	171	270	megabase_171	1.0	matched
271	r000000972	0	13031	171	271	megabase_171	1.0	matched
272	r000000974	0	5119	421	272	f045	1.0	matched
273	r000000976	0	10810	171	273	megabase_171	1.0	matched
274	r000000977	0	5528	171	274	f025	1.0	matched
275	r000000979	0	11961	171	275	f031	1.0	matched
276	r000000980	0	14509	421	276	f045	1.0	matched
277	r000000982	10905	12608	421	277	f053	1.0	matched
278	r000000984	15708	20589	61	278	f012	0.9997951239500102	matched
279	r000000985	0	17666	171	279	megabase_171	1.0	matched
280	r000000987	1	15799	171	280	megabase_171	0.9999367048547376	matched
281	r000000988	3470	15671	61	281	f017	0.9999180395049586	matched
282	r000000989	0	16170	171	282	f033	1.0	matched
283	r000000995	3918	19069	421	283	f047	1.0	matched
284	r000000998	5038	6258	61	284	f006	1.0	matched
285	r000001001	12650	14495	421	285	f037	0.9989159891598915	matched
286	r000001004	0	13658	171	286	f031	1.0	matched
287	r000001010	0	17293	421	287	f049	1.0	matched
288	r000001011	6393	11877	421	288	f041	1.0	matched
289	r000001012	7174	11613	421	289	f041	1.0	matched
290	r000001014	0	1996	171	290	f034	0.999498997995992	matched
291	r000001015	0	12130	171	291	megabase_171	1.0	matched
292	r000001016	0	7777	421	292	f043	1.0	matched
293	r000001019	0	16948	421	293	f053	1.0	matched
294	r000001023	0	11410	171	294	f035	1.0	matched
295	r000001031	5755	11005	61	295	f014	0.9956190476190476	matched
296	r000001032	8009	16228	421	296	f041	1.0	matched
297	r000001035	0	11240	171	297	f032	1.0	matched
298	r000001036	17282	17809	171	298	f036	1.0	matched
299	r000001037	0	12413	421	299	f045	1.0	matched
300	r000001038	12952	18049	421	300	f051	1.0	matched
301	r000001041	10004	17073	421	301	f042	0.998019521855991	matched
302	r000001043	0	18829	171	302	megabase_171	1.0	matched
303	r000001048	14657	17144	171	303	f024	1.0	matched
304	r000001056	0	12605	171	304	f036	1.0	matched
305	r000001057	0	14348	171	305	megabase_171	1.0	matched
306	r000001061	0	12077	171	306	f026	0.9998344233794189	matched
307	r000001064	0	10317	421	307	f045	1.0	matched
308	r000001070	4524	11689	61	308	f016	0.9998604521350823	matched
309	r000001078	2683	12402	421	309	f050	1.0	matched
310	r000001080	0	18000	421	310	f049	1.0	matched
311	r000001081	0	11070	421	311	f053	1.0	matched
312	r000001082	0	7414	171	312	f025	1.0	matched
313	r000001083	11002	14001	61	313	f011	1.0	matched
314	r000001088	0	16522	171	314	megabase_171	1.0	matched
315	r000001090	11261	12537	61	315	f012	1.0	matched
316	r000001093	0	12586	421	316	f049	1.0	matched
317	r000001095	0	10805	171	317	megabase_171	1.0	matched
318	r000001096	11999	14096	421	318	f048	1.0	matched
319	r000001098	0	11202	171	319	megabase_171	1.0	matched
320	r000001103	0	13128	171	320	megabase_171	1.0	matched
321	r000001105	0	18645	421	321	f051	1.0	matched
322	r000001109	0	14949	421	322	f049	1.0	matched
323	r000001112	0	13317	171	323	f035	1.0	matched
324	r000001114	0	17250	421	324	f049	1.0	matched
325	r000001115	0	3121	171	325	f030	1.0	matched
326	r000001117	14281	15603	171	326	f027	1.0	matched
327	r000001119	0	18036	171	327	f035	1.0	matched
328	r000001125	0	16632	171	328	megabase_171	1.0	matched
329	r000001127	0	17364	171	329	megabase_171	1.0	matched
330	r000001129	0	12342	171	330	megabase_171	1.0	matched
331	r000001130	0	4593	61	331	f014	0.9949923797082517	matched
332	r000001131	0	11100	171	332	megabase_171	1.0	matched
333	r000001132	0	13093	421	333	f049	1.0	matched
334	r000001133	894	12366	171	334	f025	0.9993898186889819	matched
335	r000001140	4078	8958	61	335	f007	1.0	matched
336	r000001143	0	10261	421	336	f052	1.0	matched
337	r000001148	2663	6090	171	337	f020	0.997957397140356	matched
338	r000001153	13076	16464	171	338	f024	1.0	matched
339	r000001156	0	12393	421	339	f051	1.0	matched
340	r000001159	0	15083	171	340	megabase_171	1.0	matched
341	r000001160	0	5342	171	341	f033	1.0	matched
342	r000001161	0	17272	171	342	megabase_171	1.0	matched
343	r000001164	4856	14531	421	343	f054	0.9997933243773897	matched
344	r000001168	8997	12055	421	344	f045	1.0	matched
345	r000001172	0	12306	171	345	megabase_171	1.0	matched
346	r000001173	1690	15368	171	346	f026	0.9998538011695907	matched
347	r000001177	0	11283	171	347	megabase_171	1.0	matched
348	r000001180	3678	11208	421	348	f049	1.0	matched
349	r000001183	16288	17263	61	349	f015	1.0	matched
350	r000001184	0	11520	171	350	megabase_171	1.0	matched
351	r000001189	0	11317	171	351	megabase_171	1.0	matched
352	r000001190	8920	19905	421	352	f045	1.0	matched
353	r000001191	0	15916	171	353	megabase_171	1.0	matched
354	r000001193	9432	15525	61	354	f013	1.0	matched
355	r000001199	0	10576	171	355	megabase_171	1.0	matched
356	r000001203	0	10530	421	356	f044	1.0	matched
357	r000001206	0	10913	421	357	f050	1.0	matched
358	r000001210	0	15317	171	358	megabase_171	1.0	matched
359	r000001212	3927	10522	421	359	f041	1.0	matched
360	r000001218	0	11468	421	360	f054	1.0	matched
361	r000001219	0	13003	171	361	megabase_171	1.0	matched
362	r000001227	3373	8254	61	362	f012	0.9997951239500102	matched
363	r000001228	0	11073	171	363	f033	1.0	matched
364	r000001230	0	3342	421	364	f050	1.0	matched
365	r000001233	8115	14624	421	365	f037	0.999692733138731	matched
366	r000001236	0	16372	171	366	megabase_171	1.0	matched
367	r000001238	4852	14956	171	367	megabase_171	1.0	matched
368	r000001240	0	11372	171	368	megabase_171	1.0	matched
369	r000001244	10584	12786	421	369	f044	0.9990921470721743	matched
370	r000001245	0	17325	171	370	megabase_171	1.0	matched
371	r000001248	0	14181	171	371	megabase_171	1.0	matched
372	r000001251	0	15187	171	372	megabase_171	1.0	matched
373	r000001254	0	14316	421	373	f049	1.0	matched
374	r000001258	0	15873	171	374	megabase_171	1.0	matched
375	r000001261	4809	17236	421	375	f048	1.0	matched
376	r000001262	0	12262	421	376	f050	1.0	matched
377	r000001264	15941	23280	171	377	f036	1.0	matched
378	r000001267	0	10809	421	378	f053	1.0	matched
379	r000001269	4776	5998	61	379	f003	0.9983633387888707	matched
380	r000001276	0	17616	171	380	megabase_171	1.0	matched
381	r000001287	9758	16268	421	381	f047	1.0	matched
382	r000001289	0	15064	421	382	f052	1.0	matched
383	r000001290	0	3376	421	383	f038	1.0	matched
384	r000001300	2	2617	421	384	f050	0.9992357661444402	matched
385	r000001302	155	14127	171	385	f035	1.0	matched
386	r000001307	0	16097	171	386	megabase_171	1.0	matched
387	r000001308	0	8553	421	387	f046	1.0	matched
388	r000001314	0	16172	421	388	f047	1.0	matched
389	r000001315	0	19294	421	389	f049	1.0	matched
390	r000001318	0	16126	171	390	megabase_171	1.0	matched
391	r000001319	0	11257	421	391	f051	1.0	matched
392	r000001323	0	12743	171	392	megabase_171	1.0	matched
393	r000001325	0	4198	61	393	f008	0.9997618480590617	matched
394	r000001328	12332	13182	171	394	f036	0.9964705882352941	matched
395	r000001340	0	11327	421	395	f052	1.0	matched
396	r000001341	0	11492	171	396	megabase_171	1.0	matched
397	r000001346	0	6829	171	397	f034	0.9998535656757944	matched
398	r000001347	0	5873	421	398	f050	1.0	matched
399	r000001355	0	12291	171	399	megabase_171	1.0	matched
400	r000001363	0	8561	171	400	f031	1.0	matched
401	r000001378	0	11052	421	401	f053	1.0	matched
402	r000001380	0	12227	171	402	f032	1.0	matched
403	r000001382	8641	14193	421	403	f051	1.0	matched
404	r000001386	9036	13045	421	404	f045	1.0	matched
405	r000001390	13807	16033	171	405	f031	1.0	matched
406	r000001397	1	12144	171	406	megabase_171	0.9999176548089591	matched
407	r000001401	0	14573	171	407	megabase_171	1.0	matched
408	r000001402	0	158	61	408	f002	0.9367088607594937	matched
409	r000001405	0	15766	421	409	f053	1.0	matched
410	r000001407	0	15529	421	410	f054	1.0	matched
411	r000001409	13589	14576	171	411	f031	1.0	matched
412	r000001421	4	15045	421	412	f046	0.9995347291458957	matched
413	r000001430	0	16316	171	413	megabase_171	1.0	matched
414	r000001433	0	10402	171	414	megabase_171	1.0	matched
415	r000001435	7914	16351	421	415	f042	0.997985065781676	matched
416	r000001441	0	14994	171	416	f032	1.0	matched
417	r000001442	0	12247	171	417	megabase_171	1.0	matched
418	r000001443	0	4774	171	418	f032	1.0	matched
419	r000001444	0	13517	171	419	megabase_171	1.0	matched
420	r000001452	8704	12739	171	420	f025	0.9982651796778191	matched
421	r000001455	0	5590	171	421	f027	1.0	matched
422	r000001457	0	3426	61	422	f014	0.9994165694282381	matched
423	r000001467	0	12035	421	423	f052	1.0	matched
424	r000001470	0	13318	421	424	f051	1.0	matched
425	r000001471	0	14492	171	425	megabase_171	1.0	matched
426	r000001479	6547	13093	421	426	f053	1.0	matched
427	r000001481	0	12849	171	427	f036	1.0	matched
428	r000001485	142	10707	61	428	f018	0.999810695693327	matched
429	r000001486	0	13801	171	429	megabase_171	1.0	matched
430	r000001491	12704	13870	421	430	f050	1.0	matched
431	r000001497	0	7990	171	431	f033	0.999874843554443	matched
432	r000001498	3983	16186	61	432	f015	0.9997541588134066	matched
433	r000001499	0	11166	171	433	megabase_171	1.0	matched
434	r000001503	0	12651	171	434	megabase_171	1.0	matched
435	r000001504	0	8180	421	435	f037	1.0	matched
436	r000001507	0	11090	421	436	f050	1.0	matched
437	r000001509	0	10406	421	437	f049	1.0	matched
438	r000001521	0	16012	421	438	f052	1.0	matched
439	r000001523	0	10822	171	439	megabase_171	1.0	matched
440	r000001525	0	13510	171	440	megabase_171	1.0	matched
441	r000001530	5944	12107	171	441	f032	1.0	matched
442	r000001533	0	13487	421	442	f048	1.0	matched
443	r000001535	0	11934	171	443	f036	0.9997486173956762	matched
444	r000001542	0	11461	171	444	megabase_171	1.0	matched
445	r000001545	0	13502	171	445	megabase_171	1.0	matched
446	r000001551	0	16694	421	446	f052	1.0	matched
447	r000001560	7238	8459	61	447	f005	0.9991809991809992	matched
448	r000001564	0	16528	421	448	f044	1.0	matched
449	r000001565	0	10988	171	449	megabase_171	1.0	matched
450	r000001566	0	16372	171	450	megabase_171	1.0	matched
451	r000001569	919	17386	421	451	f049	1.0	matched
452	r000001573	16646	19242	171	452	f020	1.0	matched
453	r000001574	0	17442	421	453	f054	1.0	matched
454	r000001575	0	16344	421	454	f051	1.0	matched
455	r000001583	0	15771	171	455	megabase_171	1.0	matched
456	r000001586	0	13094	421	456	f047	1.0	matched
457	r000001597	0	16898	421	457	f052	1.0	matched
458	r000001602	0	15523	171	458	megabase_171	1.0	matched
459	r000001605	0	16831	171	459	megabase_171	1.0	matched
460	r000001614	5528	8948	171	460	f019	1.0	matched
461	r000001620	2193	5614	171	461	f022	0.9997076878105817	matched
462	r000001624	12420	12820	171	462	f019	1.0	matched
463	r000001625	0	12561	171	463	megabase_171	1.0	matched
464	r000001629	0	10452	421	464	f043	1.0	matched
465	r000001630	0	11675	421	465	f052	1.0	matched
466	r000001638	0	12177	171	466	megabase_171	1.0	matched
467	r000001643	0	11811	171	467	megabase_171	1.0	matched
468	r000001644	2	9774	171	468	f036	0.9997953754859832	matched
469	r000001646	15550	21210	421	469	f041	1.0	matched
470	r000001650	10792	13333	421	470	f047	1.0	matched
471	r000001655	0	12805	171	471	megabase_171	1.0	matched
472	r000001656	6296	14294	421	472	f050	1.0	matched
473	r000001658	0	16417	421	473	f053	1.0	matched
474	r000001661	0	19558	171	474	f033	1.0	matched
475	r000001663	0	11698	171	475	megabase_171	1.0	matched
476	r000001665	0	11637	171	476	megabase_171	1.0	matched
477	r000001669	0	10979	171	477	megabase_171	1.0	matched
478	r000001681	0	11000	171	478	megabase_171	1.0	matched
479	r000001682	0	7666	171	479	f035	1.0	matched
480	r000001684	0	11273	421	480	f049	1.0	matched
481	r000001688	4087	11422	421	481	f046	0.9995910020449897	matched
482	r000001691	0	12516	171	482	megabase_171	1.0	matched
483	r000001692	0	14627	421	483	f045	1.0	matched
484	r000001693	0	5282	171	484	f031	1.0	matched
485	r000001694	0	2848	421	485	f051	1.0	matched
486	r000001695	6083	16787	421	486	f050	1.0	matched
487	r000001700	0	16156	171	487	megabase_171	1.0	matched
488	r000001702	7687	10000	421	488	f048	1.0	matched
489	r000001704	4730	10876	61	489	f015	1.0	matched
490	r000001713	6751	16762	61	490	f016	0.9999001098791329	matched
491	r000001714	0	12575	171	491	megabase_171	1.0	matched
492	r000001720	0	11886	171	492	megabase_171	1.0	matched
493	r000001728	906	2136	61	493	f002	0.991869918699187	matched
494	r000001730	10612	14032	171	494	f023	1.0	matched
495	r000001735	0	16724	421	495	f048	1.0	matched
