read_id	length_bp	gc_bin_5pct	max_purine_pyrimidine_bin_5pct	any_alignment_span_bp	primary_span_bp	primary_mapq20_span_bp	primary_organelle_span_bp	primary_other_reference_span_bp	primary_rows	secondary_rows	organelle_primary_rows	primary_compartment_overlap_bp
SRR25241090.1149197	20900	9	10	20900	20900	20900	0	20900	1	0	0	0
SRR25241090.1151912	24730	7	10	24730	24730	24730	0	24730	1	0	0	0
SRR25241090.1153462	25975	9	10	25975	25975	25975	0	25975	1	0	0	0
SRR25241090.1155576	17212	8	10	17212	17212	17212	0	17212	1	0	0	0
SRR25241090.1159443	31714	8	10	31714	31714	31714	0	31714	1	0	0	0
SRR25241090.116160	14823	9	10	14823	14823	14823	0	14823	1	0	0	0
SRR25241090.1162135	20032	8	10	20028	20028	20028	0	20028	1	0	0	0
SRR25241090.1164711	12137	8	10	12137	12137	12137	0	12137	1	0	0	0
SRR25241090.117168	17462	8	10	17462	17462	17462	0	17462	1	0	0	0
SRR25241090.1178574	12508	7	10	12508	12508	12508	0	12508	1	0	0	0
SRR25241090.1179938	30026	10	10	30026	30026	30026	0	30026	1	0	0	0
SRR25241090.1188723	15966	8	10	15966	15966	15966	0	15966	1	0	0	0
SRR25241090.1196405	22687	9	10	22687	22687	22687	0	22687	1	0	0	0
SRR25241090.1196962	16910	8	10	16910	16910	16910	0	16910	1	0	0	0
SRR25241090.1197366	14865	8	10	14865	14865	14865	0	14865	1	0	0	0
SRR25241090.1198379	18319	7	10	18319	18319	18319	0	18319	1	0	0	0
SRR25241090.1198397	4562	8	10	4562	4562	4562	0	4562	1	0	0	0
SRR25241090.1200512	21683	9	10	21683	21683	21683	0	21683	1	0	0	0
SRR25241090.1205050	17094	8	10	17094	17094	17094	0	17094	1	0	0	0
SRR25241090.1210873	28963	8	10	28954	28954	28954	0	28954	1	0	0	0
SRR25241090.1213628	22910	8	10	22910	22910	22910	0	22910	1	0	0	0
SRR25241090.1213839	5081	8	10	5081	5081	5081	0	5081	1	0	0	0
SRR25241090.1214247	18423	7	10	18423	18423	18423	0	18423	1	0	0	0
SRR25241090.1216212	18102	8	10	18094	18094	18094	0	18094	1	0	0	0
SRR25241090.1220373	24481	7	10	24481	24481	24481	0	24481	1	0	0	0
SRR25241090.1222205	35881	8	10	35881	35881	35881	0	35881	1	0	0	0
SRR25241090.1230200	14147	9	10	14147	14147	14147	0	14147	1	0	0	0
SRR25241090.1232440	19096	7	10	19096	19096	19096	0	19096	1	0	0	0
SRR25241090.1235019	22690	7	10	22690	22690	22690	0	22690	1	0	0	0
SRR25241090.1237154	14811	8	10	14809	14809	14809	0	14809	1	0	0	0
SRR25241090.1238402	14024	8	10	14019	14019	14019	0	14019	1	0	0	0
SRR25241090.1241283	21802	9	10	21802	21802	21802	0	21802	1	0	0	0
SRR25241090.1242492	12330	8	10	12330	12330	12330	0	12330	1	0	0	0
SRR25241090.1243391	13365	7	10	13365	13365	13365	0	13365	1	0	0	0
SRR25241090.1247474	12240	10	10	12240	12240	12240	0	12240	1	0	0	0
SRR25241090.1252658	11844	8	10	11844	11844	11844	0	11844	1	0	0	0
SRR25241090.1258513	17387	10	10	17387	17387	17387	0	17387	1	0	0	0
SRR25241090.1261945	12760	8	10	12760	12760	12760	0	12760	1	0	0	0
SRR25241090.1263912	18706	7	10	18706	18706	18706	0	18706	1	0	0	0
SRR25241090.1264461	24572	8	10	24572	24572	24572	0	24572	1	0	0	0
SRR25241090.1269996	15727	8	10	15727	15727	15727	0	15727	1	0	0	0
SRR25241090.1270268	25231	7	10	25231	25231	25231	0	25231	1	0	0	0
SRR25241090.127206	24975	8	10	24975	24975	24975	0	24975	1	0	0	0
SRR25241090.1275952	11328	8	10	11327	11327	11327	0	11327	1	0	0	0
SRR25241090.128279	25860	9	10	25860	25860	25860	0	25860	1	0	0	0
SRR25241090.1287135	25817	7	10	25817	25817	25817	0	25817	1	0	0	0
SRR25241090.1290261	16263	9	10	16263	16263	16263	0	16263	1	0	0	0
SRR25241090.1290832	21151	7	10	21151	21151	21151	0	21151	1	0	0	0
SRR25241090.1291303	27793	8	10	27793	27793	27793	0	27793	1	0	0	0
SRR25241090.1292519	12011	10	10	12011	12011	12011	0	12011	1	0	0	0
SRR25241090.1294820	14727	10	10	14727	14727	14727	0	14727	1	0	0	0
SRR25241090.1296170	20476	9	10	20476	20476	20476	0	20476	1	0	0	0
SRR25241090.1297233	15323	7	10	15323	15323	15323	0	15323	1	0	0	0
SRR25241090.129936	12917	9	10	12917	12917	12917	0	12917	1	0	0	0
SRR25241090.1300463	3965	10	10	3965	3965	3965	0	3965	1	0	0	0
SRR25241090.1302936	18283	8	10	18283	18283	18283	0	18283	1	0	0	0
SRR25241090.1305348	17323	8	10	17323	17323	17323	0	17323	1	0	0	0
SRR25241090.1305502	15623	9	10	15623	15623	15623	0	15623	1	0	0	0
SRR25241090.1307017	16565	8	10	16564	16564	16564	0	16564	1	0	0	0
SRR25241090.130847	11706	8	10	11706	11706	11706	0	11706	1	0	0	0
SRR25241090.1308500	13633	8	10	13629	13629	13629	0	13629	1	0	0	0
SRR25241090.1308771	25529	10	10	25529	25529	25529	0	25529	1	0	0	0
SRR25241090.1309968	21898	9	10	21895	21895	21895	0	21895	1	0	0	0
SRR25241090.1311114	19644	8	10	19644	19644	19644	0	19644	1	0	0	0
SRR25241090.1312019	18668	8	10	18667	18667	18667	0	18667	1	0	0	0
SRR25241090.131512	11705	9	10	11705	11705	11705	0	11705	1	0	0	0
SRR25241090.1317912	21437	9	10	21437	21437	21437	0	21437	1	0	0	0
SRR25241090.1321144	22818	7	10	22818	22818	22818	0	22818	1	0	0	0
SRR25241090.1321949	25510	9	10	25510	25510	25510	0	25510	1	0	0	0
SRR25241090.1325744	19744	8	10	19744	19744	19744	0	19744	1	0	0	0
SRR25241090.1329998	12856	8	10	12856	12856	12856	0	12856	1	0	0	0
SRR25241090.1330801	19003	8	10	19003	19003	19003	0	19003	1	0	0	0
SRR25241090.1332954	18701	9	10	18697	18697	18697	0	18697	1	0	0	0
SRR25241090.1336415	19184	8	10	19184	19184	19184	0	19184	1	0	0	0
SRR25241090.1337560	19001	8	10	19001	19001	19001	0	19001	1	0	0	0
SRR25241090.1339020	21348	7	10	21348	21348	21348	0	21348	1	0	0	0
SRR25241090.1339827	19419	9	10	19415	19415	19415	0	19415	1	0	0	0
SRR25241090.135265	16752	9	10	16752	16752	16752	0	16752	1	0	0	0
SRR25241090.1352671	16868	9	10	16868	16868	16868	0	16868	1	0	0	0
SRR25241090.135654	23801	8	10	23801	23801	23801	0	23801	1	0	0	0
SRR25241090.1362373	33626	9	10	33626	33626	33626	0	33626	1	0	0	0
SRR25241090.1362901	15399	8	10	15399	15399	15399	0	15399	1	0	0	0
SRR25241090.1364833	15466	7	10	15466	15466	15466	0	15466	1	0	0	0
SRR25241090.1369578	15073	8	10	15073	15073	15073	0	15073	1	0	0	0
SRR25241090.1373132	21850	8	10	21850	21850	21850	0	21850	1	0	0	0
SRR25241090.1375027	15137	8	10	15137	15137	15137	0	15137	1	0	0	0
SRR25241090.1378298	16249	8	10	16249	16249	16249	0	16249	1	0	0	0
SRR25241090.1384285	10834	9	10	10834	10834	10834	0	10834	1	0	0	0
SRR25241090.1385021	12402	10	10	12402	12402	12402	0	12402	1	0	0	0
SRR25241090.1389221	17401	9	10	17401	17401	17401	0	17401	1	0	0	0
SRR25241090.1390070	11704	8	10	11704	11704	11704	0	11704	1	0	0	0
SRR25241090.1391599	14280	8	10	14280	14280	14280	0	14280	1	0	0	0
SRR25241090.1393657	16695	9	10	16695	16695	16695	0	16695	1	0	0	0
SRR25241090.1395963	23280	8	10	23280	23280	23280	0	23280	1	0	0	0
SRR25241090.1397855	19677	9	10	19677	19677	19677	0	19677	1	0	0	0
SRR25241090.140086	16914	9	10	16914	16914	16914	0	16914	1	0	0	0
SRR25241090.1403683	20941	9	10	20941	20941	20941	0	20941	1	0	0	0
SRR25241090.1407921	14336	9	10	14336	14336	14336	0	14336	1	0	0	0
SRR25241090.1409808	17771	8	10	17771	17771	17771	0	17771	1	0	0	0
SRR25241090.141151	21717	8	10	21717	21717	21717	0	21717	1	0	0	0
SRR25241090.1413078	13745	10	10	13745	13745	13745	0	13745	1	0	0	0
SRR25241090.1419685	13142	8	10	13142	13142	13142	0	13142	1	0	0	0
SRR25241090.1423885	12072	10	10	12072	12072	12072	0	12072	1	0	0	0
SRR25241090.1424608	23379	7	10	23379	23379	23379	0	23379	1	0	0	0
SRR25241090.1432674	13712	8	10	13712	13712	13712	0	13712	1	0	0	0
SRR25241090.1434636	13707	8	10	13701	13701	13701	0	13701	1	0	0	0
SRR25241090.1436042	15724	9	10	15724	15724	15724	0	15724	1	0	0	0
SRR25241090.1438106	14583	7	10	14583	14583	14583	0	14583	1	0	0	0
SRR25241090.1443330	10976	10	10	10976	10976	10976	0	10976	1	0	0	0
SRR25241090.1449289	16815	8	10	16815	16815	16815	0	16815	1	0	0	0
SRR25241090.1451950	18933	8	10	18933	18933	18933	0	18933	1	0	0	0
SRR25241090.1456488	15912	8	10	15912	15912	0	0	15912	1	2	0	0
SRR25241090.145683	17819	8	10	17819	17819	17819	0	17819	1	0	0	0
SRR25241090.1458006	13258	8	10	13258	13258	13258	0	13258	1	0	0	0
SRR25241090.146051	16144	8	10	16144	16144	16144	0	16144	1	0	0	0
SRR25241090.1464015	17645	8	10	17645	17645	17645	0	17645	1	0	0	0
SRR25241090.1464570	12418	9	10	12418	12418	12418	0	12418	1	0	0	0
SRR25241090.1474203	20449	8	10	20449	20449	20449	0	20449	1	0	0	0
SRR25241090.1475168	16615	8	10	16615	16615	16615	0	16615	1	0	0	0
SRR25241090.1475676	14235	8	10	14235	14235	14235	0	14235	1	0	0	0
SRR25241090.1484218	14332	10	10	14332	14332	14332	0	14332	1	0	0	0
SRR25241090.1487151	14101	7	10	14101	14101	14101	0	14101	1	0	0	0
SRR25241090.1488892	17176	7	10	17176	17176	17176	0	17176	1	0	0	0
SRR25241090.1493123	26543	8	10	26543	26543	26543	0	26543	1	0	0	0
SRR25241090.1493911	14739	8	10	7285	7285	7285	0	7285	8	0	0	0
SRR25241090.14978	10966	8	10	10961	10961	10961	0	10961	1	0	0	0
SRR25241090.149946	18187	8	10	18187	18187	18187	0	18187	1	0	0	0
SRR25241090.1500360	11908	8	10	11908	11908	11908	0	11908	1	0	0	0
SRR25241090.1509283	13671	9	10	13671	13671	13671	0	13671	1	0	0	0
SRR25241090.1511406	26255	8	10	26255	26255	26255	0	26255	1	0	0	0
SRR25241090.1511588	24706	8	10	24706	24706	24706	0	24706	1	0	0	0
SRR25241090.1512855	12603	8	10	12599	12599	12599	0	12599	1	0	0	0
SRR25241090.1513700	15192	10	10	15192	15192	15192	0	15192	1	0	0	0
SRR25241090.1514861	12250	9	10	12250	12250	12250	0	12250	1	0	0	0
SRR25241090.152648	9716	9	10	9716	9716	9716	0	9716	1	0	0	0
SRR25241090.1530186	15851	8	10	15851	15851	15851	0	15851	1	0	0	0
SRR25241090.1532093	20491	8	10	20491	20491	20491	0	20491	1	0	0	0
SRR25241090.1536088	16139	10	10	16139	16139	16139	0	16139	1	0	0	0
SRR25241090.1541575	38588	8	10	38588	38588	38588	0	38588	1	0	0	0
SRR25241090.1542630	14138	9	10	14138	14138	14138	0	14138	1	0	0	0
SRR25241090.1543410	12454	8	10	12454	12454	12454	0	12454	1	0	0	0
SRR25241090.154662	22233	8	10	22233	22233	22233	0	22233	1	0	0	0
SRR25241090.1554833	18126	8	10	18126	18126	18126	0	18126	1	0	0	0
SRR25241090.1555555	12838	7	10	12838	12838	12838	0	12838	1	0	0	0
SRR25241090.1561661	33261	8	10	33261	33261	33261	0	33261	1	0	0	0
SRR25241090.1567787	16034	8	10	16034	16034	16034	0	16034	1	0	0	0
SRR25241090.1567901	18338	9	10	18338	18338	18338	0	18338	1	0	0	0
SRR25241090.1568053	24039	8	10	24039	24039	24039	0	24039	1	0	0	0
SRR25241090.1575109	12444	7	10	12444	12444	12444	0	12444	1	0	0	0
SRR25241090.1575561	18671	8	10	18671	18671	18671	0	18671	1	0	0	0
SRR25241090.1579048	15733	7	10	15733	15733	15733	0	15733	1	0	0	0
SRR25241090.158426	12160	8	10	12160	12160	12160	0	12160	1	0	0	0
SRR25241090.1585980	14797	8	10	14797	14797	14797	0	14797	1	0	0	0
SRR25241090.1587512	16368	8	10	16355	16355	16355	0	16355	1	1	0	0
SRR25241090.1591450	13864	8	10	13864	13864	13864	0	13864	1	0	0	0
SRR25241090.1592578	20085	7	10	20085	20085	20085	0	20085	1	0	0	0
SRR25241090.1592914	18177	9	10	18177	18177	18177	0	18177	1	0	0	0
SRR25241090.1596168	18010	7	10	18010	18010	18010	0	18010	1	0	0	0
SRR25241090.1596988	16714	8	10	16714	16714	16714	0	16714	1	0	0	0
SRR25241090.1605087	14424	9	10	14424	14424	14424	0	14424	1	0	0	0
SRR25241090.1608520	16284	9	10	16284	16284	16284	0	16284	1	0	0	0
SRR25241090.1616949	14800	7	10	14790	14790	14790	0	14790	1	2	0	0
SRR25241090.1620237	13126	8	10	13126	13126	13126	0	13126	1	0	0	0
SRR25241090.1620293	13531	8	10	13531	13531	13531	0	13531	1	0	0	0
SRR25241090.1621427	29442	8	10	29442	29442	29442	0	29442	1	0	0	0
SRR25241090.1621839	13944	8	10	13944	13944	0	0	13944	1	4	0	0
SRR25241090.1622314	17226	8	10	17226	17226	17226	0	17226	1	0	0	0
SRR25241090.1625325	21685	9	10	21682	21682	21682	0	21682	1	0	0	0
SRR25241090.1628651	20212	8	10	20212	20212	20212	0	20212	1	0	0	0
SRR25241090.1629912	16572	12	10	16572	16572	0	0	16572	1	5	0	0
SRR25241090.1630097	11458	9	10	11458	11458	11458	0	11458	1	0	0	0
SRR25241090.163045	17204	8	10	17204	17204	17204	0	17204	1	0	0	0
SRR25241090.1631629	15057	8	10	15052	15052	15052	0	15052	1	0	0	0
SRR25241090.1632544	19951	7	10	19951	19951	19951	0	19951	1	0	0	0
SRR25241090.1634181	24791	8	10	24791	24791	24791	0	24791	1	0	0	0
SRR25241090.1635003	15321	7	10	15321	15321	15321	0	15321	1	0	0	0
SRR25241090.1641491	16459	8	10	16441	16441	16441	0	16441	1	0	0	0
SRR25241090.1644134	25048	9	10	25048	25048	25048	0	25048	1	0	0	0
SRR25241090.1651673	17628	7	10	17628	17628	17628	0	17628	1	0	0	0
SRR25241090.1652527	19583	8	10	19583	19583	19583	0	19583	1	0	0	0
SRR25241090.1652830	16679	7	10	16679	16679	16679	0	16679	1	0	0	0
SRR25241090.1652988	14812	9	10	14812	14812	14812	0	14812	1	0	0	0
SRR25241090.1656748	19793	8	10	19793	19793	19793	0	19793	1	0	0	0
SRR25241090.1657083	15011	8	10	15011	15011	15011	0	15011	1	0	0	0
SRR25241090.1661639	13414	7	10	13414	13414	13414	0	13414	1	0	0	0
SRR25241090.166574	14194	7	10	14194	14194	14194	0	14194	1	0	0	0
SRR25241090.1673619	23916	8	10	23916	23916	23916	0	23916	1	0	0	0
SRR25241090.1674076	21424	9	11	21424	21424	21424	0	21424	2	5	0	0
SRR25241090.1674787	21335	8	10	21334	21334	21334	0	21334	1	0	0	0
SRR25241090.1676431	28963	7	10	28963	28963	28963	0	28963	1	0	0	0
SRR25241090.1677797	21872	8	10	21872	21872	21872	0	21872	1	0	0	0
SRR25241090.1678498	12370	8	10	12370	12370	12370	0	12370	1	0	0	0
SRR25241090.1686	17832	8	10	17832	17832	17832	0	17832	1	0	0	0
SRR25241090.1688121	18709	9	10	18709	18709	18709	0	18709	1	0	0	0
SRR25241090.1693946	12253	8	10	12253	12253	12253	0	12253	1	0	0	0
SRR25241090.1695711	17460	7	10	17460	17460	17460	0	17460	1	0	0	0
SRR25241090.1702019	27622	8	10	27622	27622	27622	0	27622	1	0	0	0
SRR25241090.1702252	22324	8	10	22324	22324	22324	0	22324	1	0	0	0
SRR25241090.1703749	21974	9	10	21974	21974	21974	0	21974	1	0	0	0
SRR25241090.1704635	12227	8	10	12227	12227	12227	0	12227	1	0	0	0
SRR25241090.1705803	20912	9	10	20912	20912	20912	0	20912	1	0	0	0
SRR25241090.1707829	13684	7	10	13684	13684	13684	0	13684	1	0	0	0
SRR25241090.1709001	12390	8	10	12390	12390	12390	0	12390	1	0	0	0
SRR25241090.1713155	14144	8	10	14144	14144	14144	0	14144	1	0	0	0
SRR25241090.1716168	33789	9	10	33783	33783	33783	0	33783	1	0	0	0
SRR25241090.1716418	24216	8	10	24216	24216	24216	0	24216	1	0	0	0
SRR25241090.1717946	24103	8	10	24103	24103	24103	0	24103	1	0	0	0
SRR25241090.1730615	13017	9	10	13017	13017	13017	0	13017	1	0	0	0
SRR25241090.1731323	18644	8	10	18644	18644	18644	0	18644	1	0	0	0
SRR25241090.1734047	15483	9	10	15483	15483	15483	0	15483	1	0	0	0
SRR25241090.1734393	12395	7	10	12395	12395	12395	0	12395	1	0	0	0
SRR25241090.1738633	16560	8	10	16560	16560	16560	0	16560	1	0	0	0
SRR25241090.1741153	18370	8	10	18370	18370	18370	0	18370	1	0	0	0
SRR25241090.1744619	17206	8	10	17206	17206	17206	0	17206	1	0	0	0
SRR25241090.1747581	11586	8	10	11586	11586	11586	0	11586	1	0	0	0
SRR25241090.1749017	25212	7	10	25212	25212	25212	0	25212	1	0	0	0
SRR25241090.1758703	16933	9	10	16926	16926	16926	0	16926	1	0	0	0
SRR25241090.1759139	33626	8	10	33626	33626	33626	0	33626	1	0	0	0
SRR25241090.1761495	18264	9	10	18264	18264	18264	0	18264	1	0	0	0
SRR25241090.1763249	30752	8	10	30747	30747	30747	0	30747	1	0	0	0
SRR25241090.1767439	12618	9	10	12618	12618	12618	0	12618	1	0	0	0
SRR25241090.1768021	14393	7	10	14393	14393	14393	0	14393	1	0	0	0
SRR25241090.1768315	12876	8	10	12876	12876	12876	0	12876	1	0	0	0
SRR25241090.1771754	20032	8	10	20032	20032	20032	0	20032	1	0	0	0
SRR25241090.1774531	24854	8	10	24854	24854	24854	0	24854	1	0	0	0
SRR25241090.1775231	18863	8	10	18860	18860	18860	0	18860	1	0	0	0
SRR25241090.1777748	14544	8	10	14544	14544	14544	0	14544	1	0	0	0
SRR25241090.1779597	31708	8	10	31708	31708	31708	0	31708	1	0	0	0
SRR25241090.1785114	18466	8	10	18466	18466	18466	0	18466	1	0	0	0
SRR25241090.1785599	27146	7	10	27146	27146	27146	0	27146	1	0	0	0
SRR25241090.178603	17648	8	10	17640	17640	17640	0	17640	1	0	0	0
SRR25241090.179075	13188	10	10	13188	13188	13188	0	13188	1	0	0	0
SRR25241090.181978	14840	9	10	14840	14840	14840	0	14840	1	0	0	0
SRR25241090.183743	21593	9	10	21593	21593	21593	0	21593	1	0	0	0
SRR25241090.189193	22530	8	10	22530	22530	22530	0	22530	1	0	0	0
SRR25241090.198388	23997	7	10	23997	23997	23997	0	23997	1	0	0	0
SRR25241090.201268	13079	8	10	13079	13079	13079	0	13079	1	0	0	0
SRR25241090.202272	18941	8	10	18941	18941	18941	0	18941	1	0	0	0
SRR25241090.202690	25540	9	10	25540	25540	25540	0	25540	1	0	0	0
SRR25241090.20666	15836	9	10	15836	15836	15836	0	15836	1	0	0	0
SRR25241090.207119	17077	8	10	17077	17077	17077	0	17077	1	0	0	0
SRR25241090.208434	27255	9	10	27255	27255	27255	0	27255	1	0	0	0
SRR25241090.209510	30684	9	10	30682	30682	30682	0	30682	1	0	0	0
SRR25241090.210222	20687	9	10	20687	20687	20687	0	20687	1	0	0	0
SRR25241090.211872	14050	8	10	14050	14050	14050	0	14050	1	0	0	0
SRR25241090.211958	18245	7	10	18245	18245	18245	0	18245	1	0	0	0
SRR25241090.21456	15930	7	10	15930	15930	15930	0	15930	1	0	0	0
SRR25241090.216644	32371	8	10	32371	32371	32371	0	32371	1	0	0	0
SRR25241090.217845	13235	9	10	13235	13235	13235	0	13235	1	0	0	0
SRR25241090.218559	15348	8	10	15348	15348	15348	0	15348	1	0	0	0
SRR25241090.219750	21584	9	10	21526	21526	21526	0	21526	1	0	0	0
SRR25241090.22148	18998	9	10	18993	18993	18993	0	18993	1	0	0	0
SRR25241090.221787	18677	11	10	18677	18677	18677	0	18677	1	0	0	0
SRR25241090.222139	15699	9	10	15699	15699	15699	0	15699	1	0	0	0
SRR25241090.222421	13277	7	10	13277	13277	13277	0	13277	1	0	0	0
SRR25241090.227606	30009	9	10	30009	30009	30009	0	30009	1	0	0	0
SRR25241090.237417	17073	7	10	17073	17073	17073	0	17073	1	0	0	0
SRR25241090.239248	27847	8	10	27847	27847	27847	0	27847	1	0	0	0
SRR25241090.240025	18753	10	10	18753	18753	18753	0	18753	1	0	0	0
SRR25241090.242561	16141	9	10	16141	16141	16141	0	16141	1	0	0	0
SRR25241090.244707	21571	8	10	21571	21571	21571	0	21571	1	0	0	0
SRR25241090.247346	13781	9	10	13781	13781	13781	0	13781	1	0	0	0
SRR25241090.250284	12770	10	10	12770	12770	12770	0	12770	1	0	0	0
SRR25241090.256293	13353	9	10	13353	13353	13353	0	13353	1	0	0	0
SRR25241090.257697	24261	8	10	24261	24261	24261	0	24261	1	0	0	0
SRR25241090.259106	12005	8	10	12005	12005	12005	0	12005	1	0	0	0
SRR25241090.260	20895	9	10	20895	20895	20895	0	20895	1	0	0	0
SRR25241090.262329	15941	8	10	15941	15941	15941	0	15941	1	0	0	0
SRR25241090.262740	12559	8	10	12559	12559	12559	0	12559	1	0	0	0
SRR25241090.265172	16158	9	10	16158	16158	16158	0	16158	1	0	0	0
SRR25241090.269547	13157	8	10	13157	13157	13157	0	13157	1	0	0	0
SRR25241090.27399	20448	8	10	20448	20448	20448	0	20448	1	0	0	0
SRR25241090.274192	12912	8	10	12912	12912	12912	0	12912	1	0	0	0
SRR25241090.275642	15493	7	10	15493	15493	15493	0	15493	1	0	0	0
SRR25241090.27649	22735	7	10	22735	22735	22735	0	22735	1	0	0	0
SRR25241090.276542	24268	8	10	24260	24260	24260	0	24260	1	0	0	0
SRR25241090.2766	28635	8	10	28635	28635	28635	0	28635	1	0	0	0
SRR25241090.276819	14425	10	10	14425	14425	14425	0	14425	1	0	0	0
SRR25241090.278653	19278	8	10	19278	19278	19278	0	19278	1	0	0	0
SRR25241090.279387	11522	7	10	11517	11517	11517	0	11517	1	0	0	0
SRR25241090.281229	23829	7	10	23829	23829	23829	0	23829	1	0	0	0
SRR25241090.283430	20747	7	10	20747	20747	0	0	20747	1	2	0	0
