family_id	monomer_id	monomer_length_bp	consensus_md5	gc_fraction	support_read_count	support_span_bp	mean_identity	low_complexity_flag	confidence	warning
TXF000011	TXM000011	712	8a54c2ef792a32be809e569a558797d6	0.3876	384	7868106	0.9398	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000003-TXF000011;possible_higher_order_or_partial:TXF000004-TXF000011;possible_higher_order_or_partial:TXF000005-TXF000011;possible_higher_order_or_partial:TXF000006-TXF000011;possible_higher_order_or_partial:TXF000010-TXF000011;possible_higher_order_or_partial:TXF000011-TXF000012;possible_higher_order_or_partial:TXF000011-TXF000018;possible_higher_order_or_partial:TXF000011-TXF000025;possible_higher_order_or_partial:TXF000011-TXF000047;possible_higher_order_or_partial:TXF000011-TXF000069;possible_higher_order_or_partial:TXF000011-TXF000075;possible_higher_order_or_partial:TXF000011-TXF000319;possible_higher_order_or_partial:TXF000011-TXF000559;possible_higher_order_or_partial:TXF000011-TXF000561;possible_higher_order_or_partial:TXF000011-TXF000574
TXF000012	TXM000012	534	81abf52c3def4d9ebfbd6e6913a44774	0.3820	370	7741803	0.9398	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000003-TXF000012;possible_higher_order_or_partial:TXF000004-TXF000012;possible_higher_order_or_partial:TXF000005-TXF000012;possible_higher_order_or_partial:TXF000006-TXF000012;possible_higher_order_or_partial:TXF000010-TXF000012;possible_higher_order_or_partial:TXF000011-TXF000012;possible_higher_order_or_partial:TXF000012-TXF000025;possible_higher_order_or_partial:TXF000012-TXF000061;possible_higher_order_or_partial:TXF000012-TXF000075;possible_higher_order_or_partial:TXF000012-TXF000559;possible_higher_order_or_partial:TXF000012-TXF000561;possible_higher_order_or_partial:TXF000012-TXF000574
TXF000013	TXM000013	154	ac386aef601a82d37705fa9d2dee8a58	0.5649	359	224392	0.9082	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000013-TXF000022;possible_higher_order_or_partial:TXF000013-TXF000026;possible_higher_order_or_partial:TXF000013-TXF000036;possible_higher_order_or_partial:TXF000013-TXF000058;possible_higher_order_or_partial:TXF000013-TXF000102;possible_higher_order_or_partial:TXF000013-TXF000173;possible_higher_order_or_partial:TXF000013-TXF000190;possible_higher_order_or_partial:TXF000013-TXF000201;possible_higher_order_or_partial:TXF000013-TXF000217;possible_higher_order_or_partial:TXF000013-TXF000476;possible_higher_order_or_partial:TXF000013-TXF001136;possible_higher_order_or_partial:TXF000013-TXF001180;possible_higher_order_or_partial:TXF000013-TXF001621
TXF000014	TXM000014	175	553c0c481676f627cc03497efc8a3983	0.5486	291	401788	0.8879	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000014-TXF000022;possible_higher_order_or_partial:TXF000014-TXF000108;possible_higher_order_or_partial:TXF000014-TXF000135
TXF000015	TXM000015	98	22c3029c939ccb4ac592bfbe45bd7d33	0.3980	272	53610	0.7960	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000016	TXM000016	116	814c55f875a47f2338e3afa8cb162fde	0.5259	262	68855	0.8223	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000017	TXM000017	186	233532e6dbe216c115e716d854ddb932	0.5699	243	208383	0.8908	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000017-TXF000022;possible_higher_order_or_partial:TXF000017-TXF000026;possible_higher_order_or_partial:TXF000017-TXF000036;possible_higher_order_or_partial:TXF000017-TXF000058;possible_higher_order_or_partial:TXF000017-TXF000102;possible_higher_order_or_partial:TXF000017-TXF000135;possible_higher_order_or_partial:TXF000017-TXF000157;possible_higher_order_or_partial:TXF000017-TXF000173;possible_higher_order_or_partial:TXF000017-TXF000190;possible_higher_order_or_partial:TXF000017-TXF000201;possible_higher_order_or_partial:TXF000017-TXF000220;possible_higher_order_or_partial:TXF000017-TXF000476;possible_higher_order_or_partial:TXF000017-TXF001121;possible_higher_order_or_partial:TXF000017-TXF001136;possible_higher_order_or_partial:TXF000017-TXF001621
TXF000018	TXM000018	178	cae162fe64b20c55cd65461d661ae0b9	0.3708	235	3454882	0.9217	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000004-TXF000018;possible_higher_order_or_partial:TXF000005-TXF000018;possible_higher_order_or_partial:TXF000006-TXF000018;possible_higher_order_or_partial:TXF000011-TXF000018;possible_higher_order_or_partial:TXF000018-TXF000019;possible_higher_order_or_partial:TXF000018-TXF000023;possible_higher_order_or_partial:TXF000018-TXF000025;possible_higher_order_or_partial:TXF000018-TXF000030;possible_higher_order_or_partial:TXF000018-TXF000038;possible_higher_order_or_partial:TXF000018-TXF000039;possible_higher_order_or_partial:TXF000018-TXF000047;possible_higher_order_or_partial:TXF000018-TXF000049;possible_higher_order_or_partial:TXF000018-TXF000061;possible_higher_order_or_partial:TXF000018-TXF000069;possible_higher_order_or_partial:TXF000018-TXF000075;possible_higher_order_or_partial:TXF000018-TXF000076;possible_higher_order_or_partial:TXF000018-TXF000080;possible_higher_order_or_partial:TXF000018-TXF000081;possible_higher_order_or_partial:TXF000018-TXF000088;possible_higher_order_or_partial:TXF000018-TXF000138;possible_higher_order_or_partial:TXF000018-TXF000154;possible_higher_order_or_partial:TXF000018-TXF000170;possible_higher_order_or_partial:TXF000018-TXF000172;possible_higher_order_or_partial:TXF000018-TXF000218;possible_higher_order_or_partial:TXF000018-TXF000318;possible_higher_order_or_partial:TXF000018-TXF000319;possible_higher_order_or_partial:TXF000018-TXF000321;possible_higher_order_or_partial:TXF000018-TXF000402;possible_higher_order_or_partial:TXF000018-TXF000404;possible_higher_order_or_partial:TXF000018-TXF000406;possible_higher_order_or_partial:TXF000018-TXF000559;possible_higher_order_or_partial:TXF000018-TXF000561;possible_higher_order_or_partial:TXF000018-TXF000565;possible_higher_order_or_partial:TXF000018-TXF000567;possible_higher_order_or_partial:TXF000018-TXF000569;possible_higher_order_or_partial:TXF000018-TXF000572;possible_higher_order_or_partial:TXF000018-TXF000574;possible_higher_order_or_partial:TXF000018-TXF000580;possible_higher_order_or_partial:TXF000018-TXF000587;possible_higher_order_or_partial:TXF000018-TXF000813;possible_higher_order_or_partial:TXF000018-TXF000821;possible_higher_order_or_partial:TXF000018-TXF000835;possible_higher_order_or_partial:TXF000018-TXF001091;possible_higher_order_or_partial:TXF000018-TXF001096;possible_higher_order_or_partial:TXF000018-TXF001517;possible_higher_order_or_partial:TXF000018-TXF001524;possible_higher_order_or_partial:TXF000018-TXF001546;possible_higher_order_or_partial:TXF000018-TXF001550;possible_higher_order_or_partial:TXF000018-TXF001551;possible_higher_order_or_partial:TXF000018-TXF001553;possible_higher_order_or_partial:TXF000018-TXF001579
TXF000019	TXM000019	356	742a6a2aa711323ff68d26137d212396	0.3680	221	4155969	0.9257	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000005-TXF000019;possible_higher_order_or_partial:TXF000018-TXF000019;possible_higher_order_or_partial:TXF000019-TXF000023;possible_higher_order_or_partial:TXF000019-TXF000038;possible_higher_order_or_partial:TXF000019-TXF000047;possible_higher_order_or_partial:TXF000019-TXF000049;possible_higher_order_or_partial:TXF000019-TXF000061;possible_higher_order_or_partial:TXF000019-TXF000069;possible_higher_order_or_partial:TXF000019-TXF000075;possible_higher_order_or_partial:TXF000019-TXF000081;possible_higher_order_or_partial:TXF000019-TXF000154;possible_higher_order_or_partial:TXF000019-TXF000218;possible_higher_order_or_partial:TXF000019-TXF000318;possible_higher_order_or_partial:TXF000019-TXF000319;possible_higher_order_or_partial:TXF000019-TXF000404;possible_higher_order_or_partial:TXF000019-TXF000559;possible_higher_order_or_partial:TXF000019-TXF000561;possible_higher_order_or_partial:TXF000019-TXF000572;possible_higher_order_or_partial:TXF000019-TXF000574;possible_higher_order_or_partial:TXF000019-TXF000821;possible_higher_order_or_partial:TXF000019-TXF001091;possible_higher_order_or_partial:TXF000019-TXF001517;possible_higher_order_or_partial:TXF000019-TXF001524
TXF000020	TXM000020	497	1a412a0c9587f48ba101390081ddd722	0.4185	220	4661296	0.9796	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000021	TXM000021	56	a81037b6d4048fca4d82d3fe50315609	0.4464	217	102129	0.8505	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000021-TXF000084;possible_higher_order_or_partial:TXF000021-TXF000178;possible_higher_order_or_partial:TXF000021-TXF000269;possible_higher_order_or_partial:TXF000021-TXF000328;possible_higher_order_or_partial:TXF000021-TXF000352;possible_higher_order_or_partial:TXF000021-TXF000855;possible_higher_order_or_partial:TXF000021-TXF001157;possible_higher_order_or_partial:TXF000021-TXF001609;possible_higher_order_or_partial:TXF000021-TXF001894
TXF000022	TXM000022	113	1486d03feb82ce631ff4e58c97ef2181	0.5575	168	80291	0.8137	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000001-TXF000022;possible_higher_order_or_partial:TXF000013-TXF000022;possible_higher_order_or_partial:TXF000014-TXF000022;possible_higher_order_or_partial:TXF000017-TXF000022;possible_higher_order_or_partial:TXF000022-TXF000036;possible_higher_order_or_partial:TXF000022-TXF000058;possible_higher_order_or_partial:TXF000022-TXF000102;possible_higher_order_or_partial:TXF000022-TXF000108;possible_higher_order_or_partial:TXF000022-TXF000157;possible_higher_order_or_partial:TXF000022-TXF000190;possible_higher_order_or_partial:TXF000022-TXF000201;possible_higher_order_or_partial:TXF000022-TXF000217;possible_higher_order_or_partial:TXF000022-TXF000220;possible_higher_order_or_partial:TXF000022-TXF000223;possible_higher_order_or_partial:TXF000022-TXF000434;possible_higher_order_or_partial:TXF000022-TXF000476;possible_higher_order_or_partial:TXF000022-TXF001136;possible_higher_order_or_partial:TXF000022-TXF001621;possible_higher_order_or_partial:TXF000022-TXF001793
TXF000023	TXM000023	534	f7befca90153eab3b04a7e5520a2ebe6	0.3689	134	2686442	0.9253	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000004-TXF000023;possible_higher_order_or_partial:TXF000005-TXF000023;possible_higher_order_or_partial:TXF000010-TXF000023;possible_higher_order_or_partial:TXF000018-TXF000023;possible_higher_order_or_partial:TXF000019-TXF000023;possible_higher_order_or_partial:TXF000023-TXF000038;possible_higher_order_or_partial:TXF000023-TXF000047;possible_higher_order_or_partial:TXF000023-TXF000049;possible_higher_order_or_partial:TXF000023-TXF000061;likely_redundant:TXF000023-TXF000069;possible_higher_order_or_partial:TXF000023-TXF000075;possible_higher_order_or_partial:TXF000023-TXF000080;possible_higher_order_or_partial:TXF000023-TXF000081;possible_higher_order_or_partial:TXF000023-TXF000154;possible_higher_order_or_partial:TXF000023-TXF000218;possible_higher_order_or_partial:TXF000023-TXF000318;possible_higher_order_or_partial:TXF000023-TXF000559;possible_higher_order_or_partial:TXF000023-TXF000561;possible_higher_order_or_partial:TXF000023-TXF000574
TXF000024	TXM000024	93	42978ee24d295dccbbbc793fc4024534	0.1398	130	29679	0.8525	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000024-TXF000032;possible_higher_order_or_partial:TXF000024-TXF000665;possible_higher_order_or_partial:TXF000024-TXF000697;possible_higher_order_or_partial:TXF000024-TXF001274
TXF000025	TXM000025	890	0a352efb7d6cfc8da8dc000936ba7b82	0.3921	125	2560057	0.9401	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000003-TXF000025;possible_higher_order_or_partial:TXF000004-TXF000025;possible_higher_order_or_partial:TXF000005-TXF000025;possible_higher_order_or_partial:TXF000006-TXF000025;possible_higher_order_or_partial:TXF000010-TXF000025;possible_higher_order_or_partial:TXF000011-TXF000025;possible_higher_order_or_partial:TXF000012-TXF000025;possible_higher_order_or_partial:TXF000018-TXF000025;possible_higher_order_or_partial:TXF000025-TXF000038;possible_higher_order_or_partial:TXF000025-TXF000047;possible_higher_order_or_partial:TXF000025-TXF000069;possible_higher_order_or_partial:TXF000025-TXF000574;possible_higher_order_or_partial:TXF000025-TXF001517
TXF000026	TXM000026	113	6bb874b0f7a64f5ca4efa2b99aeda365	0.5752	125	60555	0.8207	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000013-TXF000026;possible_higher_order_or_partial:TXF000017-TXF000026;possible_higher_order_or_partial:TXF000026-TXF000028;possible_higher_order_or_partial:TXF000026-TXF000035;possible_higher_order_or_partial:TXF000026-TXF000102;possible_higher_order_or_partial:TXF000026-TXF000173;possible_higher_order_or_partial:TXF000026-TXF000190;possible_higher_order_or_partial:TXF000026-TXF000217;possible_higher_order_or_partial:TXF000026-TXF000908;possible_higher_order_or_partial:TXF000026-TXF001180;possible_higher_order_or_partial:TXF000026-TXF001557
TXF000027	TXM000027	61	52c8d528854ad630a4bfda0e1bf3c3da	0.4262	123	15747	0.8031	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000028	TXM000028	114	ffbd5fe02bf15a420b001b7798c1d70b	0.5789	122	57975	0.8198	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000026-TXF000028;possible_higher_order_or_partial:TXF000028-TXF000035;possible_higher_order_or_partial:TXF000028-TXF000173;possible_higher_order_or_partial:TXF000028-TXF000190;possible_higher_order_or_partial:TXF000028-TXF000908;possible_higher_order_or_partial:TXF000028-TXF001557;possible_higher_order_or_partial:TXF000028-TXF001621
TXF000029	TXM000029	32	870a748e5360d48f2bc7cfcfc3e880a2	0.2500	122	20366	0.8524	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000029-TXF000037;possible_higher_order_or_partial:TXF000029-TXF000040;possible_higher_order_or_partial:TXF000029-TXF000193;possible_higher_order_or_partial:TXF000029-TXF000849;possible_higher_order_or_partial:TXF000029-TXF001132;possible_higher_order_or_partial:TXF000029-TXF001145;possible_higher_order_or_partial:TXF000029-TXF001617;possible_higher_order_or_partial:TXF000029-TXF001627;possible_higher_order_or_partial:TXF000029-TXF001759
TXF000030	TXM000030	178	08f65db0a7b4292bbf1c5833ea7de182	0.3876	120	565785	0.8500	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000018-TXF000030;possible_higher_order_or_partial:TXF000030-TXF000038;possible_higher_order_or_partial:TXF000030-TXF000049;possible_higher_order_or_partial:TXF000030-TXF000061;possible_higher_order_or_partial:TXF000030-TXF000077;possible_higher_order_or_partial:TXF000030-TXF000080;possible_higher_order_or_partial:TXF000030-TXF000081;possible_higher_order_or_partial:TXF000030-TXF000130;possible_higher_order_or_partial:TXF000030-TXF000170;possible_higher_order_or_partial:TXF000030-TXF000318;possible_higher_order_or_partial:TXF000030-TXF000557;possible_higher_order_or_partial:TXF000030-TXF000573;possible_higher_order_or_partial:TXF000030-TXF001106;possible_higher_order_or_partial:TXF000030-TXF001577
TXF000031	TXM000031	61	3cdf7f760a335d51b6407fd7a3ad8c79	0.4262	118	15113	0.8022	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000032	TXM000032	96	23ce25ac137e0e57bae42dd414870c88	0.1250	108	24170	0.8492	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000024-TXF000032;possible_higher_order_or_partial:TXF000032-TXF000664;possible_higher_order_or_partial:TXF000032-TXF000665;possible_higher_order_or_partial:TXF000032-TXF001097;possible_higher_order_or_partial:TXF000032-TXF001805
TXF000033	TXM000033	169	927a92eaf5b64e08a60d4188978d379a	0.3195	102	50012	0.9335	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000033-TXF000885;possible_higher_order_or_partial:TXF000033-TXF001701;possible_higher_order_or_partial:TXF000033-TXF001703
TXF000034	TXM000034	34	aa123b20a353253047b4ac366d98f0aa	0.5000	102	10900	0.9024	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000035	TXM000035	155	1c2a0ba270e1750576f2ef22cb5190d8	0.5806	98	39643	0.8851	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000026-TXF000035;possible_higher_order_or_partial:TXF000028-TXF000035;possible_higher_order_or_partial:TXF000035-TXF000173;possible_higher_order_or_partial:TXF000035-TXF000190;possible_higher_order_or_partial:TXF000035-TXF000232;possible_higher_order_or_partial:TXF000035-TXF000908;possible_higher_order_or_partial:TXF000035-TXF001557;possible_higher_order_or_partial:TXF000035-TXF001621;possible_higher_order_or_partial:TXF000035-TXF001793
TXF000036	TXM000036	227	96c8b02ae77429f6dd9f5ff052b7b85a	0.5727	92	53143	0.9195	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000013-TXF000036;possible_higher_order_or_partial:TXF000017-TXF000036;possible_higher_order_or_partial:TXF000022-TXF000036;possible_higher_order_or_partial:TXF000036-TXF000058;possible_higher_order_or_partial:TXF000036-TXF000102;possible_higher_order_or_partial:TXF000036-TXF000173;possible_higher_order_or_partial:TXF000036-TXF000190;possible_higher_order_or_partial:TXF000036-TXF000201;possible_higher_order_or_partial:TXF000036-TXF000476;possible_higher_order_or_partial:TXF000036-TXF001136;possible_higher_order_or_partial:TXF000036-TXF001621;possible_higher_order_or_partial:TXF000036-TXF001793
