read_id	candidate_id	cluster_id	family_id	representative_sha256	edit_distance_upper_bound	similarity_lower_bound	minimum_cluster_identity	compatible_cluster_count	alternative_cluster_ids	status	warning
ERR8666125.310	TXC000012	TXG001116	TXF000067	127be5794f290f3cadfa95f3f140e6f9221eaf0d11771172ca42838ddf17fa2c	5	0.9725274725274725	0.95	2	TXG000001	assigned	multiple_compatible_clusters
ERR8666125.310	TXC000013	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	5	0.983974358974359	0.95	1		assigned	
ERR8666125.310	TXC000014	TXG001116	TXF000067	127be5794f290f3cadfa95f3f140e6f9221eaf0d11771172ca42838ddf17fa2c	0	1.0	0.95	1		assigned	
ERR8666125.326	TXC000015	TXG000035	TXF000044	406ee511f5d60c108c7ff1deeb0b38ae617a361157f1018a5156b57cc4b9a10c	0	1.0	0.95	1		assigned	
ERR8666125.365	TXC000016	TXG000511	TXF001305	d82050b71d06277a29267da2234db9a4f852ef2c4ab213a965c1324b0aea7a8c	0	1.0	0.95	1		assigned	
ERR8666125.366	TXC000017	TXG004357	NA	1444310f5c8cdffba04b13ac1fc6b64ee5b6f0158e5e10cb2203a7f96d88a550	0	1.0	0.95	1		below_minimum_support	
ERR8666125.366	TXC000018	TXG004185	NA	f8db09c528fa8ad4332468fa8453ad5285986c3195dcf13c49ac50da6ae1620f	2	0.9512195121951219	0.95	1		below_minimum_support	
ERR8666125.369	TXC000019	TXG000018	TXF000031	a65ecb37681c93ab484608aa237eba0095cc17d437a916883934a7bf1f2437c1	0	1.0	0.95	1		assigned	
ERR8666125.411	TXC000020	TXG001440	NA	6876400669f5546ff79029e064c42d208f593523faffea376994286aa333b437	0	1.0	0.95	1		below_minimum_support	
ERR8666125.411	TXC000021	TXG002476	NA	e1562f0f8b0322d25c8b56ebe22aaf08d19291a66233db617420269b7743b4d8	0	1.0	0.95	1		below_minimum_support	
ERR8666125.439	TXC000022	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	6	0.9807692307692307	0.95	1		assigned	
ERR8666125.439	TXC000023	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.439	TXC000024	TXG000017	TXF000028	5378d7e71852ca490b9a7f3dc9bf6415c14fd0cd780d81af60c50c3dbf784253	0	1.0	0.95	1		assigned	
ERR8666125.444	TXC000025	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	2	0.9943820224719101	0.95	3	TXG000013;TXG004271	assigned	multiple_compatible_clusters
ERR8666125.474	TXC000026	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	3	0.9943820224719101	0.95	2	TXG000027	assigned	multiple_compatible_clusters
ERR8666125.504	TXC000027	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	13	0.9756554307116105	0.95	1		assigned	
ERR8666125.522	TXC000028	TXG002214	TXF001303	8081fd6888b5dbd412596d919193c963f49eb74ed209a533afd425b2c11c25ab	0	1.0	0.95	1		assigned	
ERR8666125.582	TXC000029	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	3	0.9943820224719101	0.95	1		assigned	
ERR8666125.604	TXC000030	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	0	1.0	0.95	1		assigned	
ERR8666125.616	TXC000031	TXG000065	TXF000163	cce6c8fe6dd69f372cb9fefd7456135b3527b43d1b6d34b8638c1afb2cd342db	0	1.0	0.95	1		assigned	
ERR8666125.618	TXC000032	TXG000013	TXF000010	707e83dffb76452f480caedfc9c6a1f8653d3fb3c41e647aa2c4cef77fab52e8	0	1.0	0.95	1		assigned	
ERR8666125.727	TXC000033	TXG000055	TXF000068	52e934254ad72a571d151144c0f96d5213b54c1720927d4c6c92deddc73ddc98	1	0.9811320754716981	0.95	1		assigned	
ERR8666125.758	TXC000034	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	3	0.9838709677419355	0.95	3	TXG000099;TXG004969	assigned	multiple_compatible_clusters
ERR8666125.758	TXC000035	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	4	0.9655172413793104	0.95	2	TXG000101	assigned	multiple_compatible_clusters
ERR8666125.758	TXC000036	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	1	0.9967948717948718	0.95	1		assigned	
ERR8666125.758	TXC000037	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	2	0.9891891891891892	0.95	1		assigned	
ERR8666125.758	TXC000038	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	4	0.9655172413793104	0.95	1		assigned	
ERR8666125.758	TXC000039	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	4	0.9871794871794872	0.95	1		assigned	
ERR8666125.761	TXC000040	TXG000013	TXF000010	707e83dffb76452f480caedfc9c6a1f8653d3fb3c41e647aa2c4cef77fab52e8	0	1.0	0.95	1		assigned	
ERR8666125.773	TXC000041	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	0	1.0	0.95	1		assigned	
ERR8666125.840	TXC000042	TXG007617	NA	d0a6cc4a2fcfb1c0cec61a36ba32eef41f3dd77a074cd6d2d5ed5f7e8b190dd8	0	1.0	0.95	1		below_minimum_support	
ERR8666125.871	TXC000043	TXG000003	TXF000009	915d2e4af1713b774bfa4afe2b09818fee53f815980f987a091b1ccdf751ab86	0	1.0	0.95	1		assigned	
ERR8666125.883	TXC000044	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	2	0.9943820224719101	0.95	2	TXG000013	assigned	multiple_compatible_clusters
ERR8666125.892	TXC000045	TXG000562	TXF000985	fbc41050677a75c15d86b0d5733c88227576f12ab83256c16352005aebe5cdcf	0	1.0	0.95	1		assigned	
ERR8666125.897	TXC000046	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	8	0.9746031746031746	0.95	1		assigned	
ERR8666125.897	TXC000047	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	3	0.9838709677419355	0.95	1		assigned	
ERR8666125.897	TXC000048	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	1	0.9968051118210862	0.95	1		assigned	
ERR8666125.919	TXC000049	TXG000836	TXF001856	003de209c2973ceb7c870e599d4b0db5d720414fda6ea824b935183d80c9e953	0	1.0	0.95	1		assigned	
ERR8666125.919	TXC000050	TXG000023	TXF000029	707a4cab30a152c6a54e86a8c3ca5d11dbca301613247847e88fb20df7848e26	1	0.96875	0.95	1		assigned	
ERR8666125.962	TXC000051	TXG006582	NA	29dd36c78d85c93aa2ccf49c025bddbfa2db7d889a78d8aacba37ff65510b933	0	1.0	0.95	1		below_minimum_support	
ERR8666125.962	TXC000052	TXG002320	NA	d0cda63bf30ac4febb95edd81de5d995db1cb311c016acc1b2a54ac15e5844fa	0	1.0	0.95	1		below_minimum_support	
ERR8666125.962	TXC000053	TXG003683	TXF001895	33dc5f2bfda6266bee6fe50c3b989aa5a0f9b218c371c5163c2ac98b4a13049c	3	0.9571428571428572	0.95	1		assigned	
ERR8666125.962	TXC000054	TXG002976	TXF000846	07ba1fd7f486a901e0039273f22b8730552f8eab36cf549f64192df727ae4669	13	0.9556313993174061	0.95	2	TXG002978	assigned	multiple_compatible_clusters
ERR8666125.962	TXC000055	TXG001121	TXF000064	2d81097e6cff756c3e7a000225f143bb737a89f8faab6953bbeb8464a0baa929	7	0.9691629955947136	0.95	1		assigned	
ERR8666125.977	TXC000056	TXG000661	TXF000080	2c7f84550e4f34309598ee5affce51780d3e42f8952bf8c0a79da734e37ef05e	10	0.9719101123595506	0.95	1		assigned	
ERR8666125.977	TXC000057	TXG001814	NA	f285080f5d0aa723811ae626743f2424c5dafa2811830a7582f194587a65c428	0	1.0	0.95	1		below_minimum_support	
ERR8666125.977	TXC000058	TXG000666	TXF000038	73a389c44c42f30614b3edbbd3adbe5eb6ffb898616db72a9e16c3f081f23394	5	0.9719101123595506	0.95	3	TXG000010;TXG000014	assigned	multiple_compatible_clusters
ERR8666125.988	TXC000059	TXG000779	TXF001785	73d4341cd6abdb7d874932a36c350ad0a61c42f7fdc419d3495e9adb7e5560f1	0	1.0	0.95	1		assigned	
ERR8666125.994	TXC000060	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	8	0.9743589743589743	0.95	1		assigned	
ERR8666125.994	TXC000061	TXG000016	TXF000026	4bf7a67c9b21eb5f662d4d52cd13b977e23202be11c7b6f9afa4ffb50961be8c	0	1.0	0.95	1		assigned	
ERR8666125.994	TXC000062	TXG003102	TXF000102	ad9dfee90f16d40988fa38df1ce97fd22c816e5f6bda30e7278e3a09eaf05e44	2	0.9823008849557522	0.95	1		assigned	
ERR8666125.994	TXC000063	TXG000008	TXF000014	7207189a3d19308060be7b5ea0e462c3c4e75665de4242ad54422de22b6cd48a	2	0.9885714285714285	0.95	2	TXG000196	assigned	multiple_compatible_clusters
ERR8666125.994	TXC000064	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	3	0.9741379310344828	0.95	1		assigned	
ERR8666125.994	TXC000065	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	9	0.9711538461538461	0.95	1		assigned	
ERR8666125.994	TXC000066	TXG000016	TXF000026	4bf7a67c9b21eb5f662d4d52cd13b977e23202be11c7b6f9afa4ffb50961be8c	3	0.9736842105263158	0.95	1		assigned	
ERR8666125.994	TXC000067	TXG000024	TXF000022	960b0fc1521824726ded1f2903617618cb7fb8a1e70dc5620902427a5d1d1733	2	0.9823008849557522	0.95	1		assigned	
ERR8666125.994	TXC000068	TXG000008	TXF000014	7207189a3d19308060be7b5ea0e462c3c4e75665de4242ad54422de22b6cd48a	5	0.9714285714285714	0.95	2	TXG000196	assigned	multiple_compatible_clusters
ERR8666125.994	TXC000069	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	10	0.967948717948718	0.95	1		assigned	
ERR8666125.1003	TXC000070	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	0	1.0	0.95	1		assigned	
ERR8666125.1061	TXC000071	TXG000041	TXF000086	acea039df2e2b13f4a99e39601da09d6fa21f0a995d9e8fc5301fa622726dc44	1	0.9767441860465116	0.95	1		assigned	
ERR8666125.1061	TXC000072	TXG000431	TXF000122	0cf3203451bd45a12f49d6b775b18b3bdb095b4037ccca3adb21f9c0130a9bfb	0	1.0	0.95	1		assigned	
ERR8666125.1124	TXC000073	TXG000978	TXF000389	fd23e4f7ef29b229515e9c5111736071aa653d55a64e05eab639d6a7ef5f79d7	1	0.9777777777777777	0.95	1		assigned	
ERR8666125.1133	TXC000074	TXG004046	NA	c05d0d593382988134ba2dde20e8e599b234249bfa9d0c671968c1bcfa8cc90c	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1147	TXC000075	TXG006768	NA	45015ec6d4b315b7c1f5cde5e0eab18e3613d82caf369e9eaa13a71ad7cca847	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1147	TXC000076	TXG004070	NA	daa06e77949890215f4fe9d2ada66d21a4eaa2c4e50e056230580565c5123c01	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1147	TXC000077	TXG007236	NA	d1f5784e8d0bd02f7cc6460f56614f095f5e5e5156abc5564007315f39dc804a	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1147	TXC000078	TXG000896	TXF001384	830ccd465335e5cee9749ff315675995f7653a484f396cb7731bc0540be3477c	1	0.9777777777777777	0.95	1		assigned	
ERR8666125.1214	TXC000079	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	16	0.9700374531835206	0.95	1		assigned	
ERR8666125.1304	TXC000080	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	8	0.9743589743589743	0.95	1		assigned	
ERR8666125.1304	TXC000081	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.1304	TXC000082	TXG000017	TXF000028	5378d7e71852ca490b9a7f3dc9bf6415c14fd0cd780d81af60c50c3dbf784253	2	0.9824561403508771	0.95	1		assigned	
ERR8666125.1304	TXC000083	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	8	0.9743589743589743	0.95	1		assigned	
ERR8666125.1304	TXC000084	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.1304	TXC000085	TXG000017	TXF000028	5378d7e71852ca490b9a7f3dc9bf6415c14fd0cd780d81af60c50c3dbf784253	1	0.9912280701754386	0.95	1		assigned	
ERR8666125.1304	TXC000086	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	11	0.9647435897435898	0.95	1		assigned	
ERR8666125.1304	TXC000087	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	1	0.9914529914529915	0.95	1		assigned	
ERR8666125.1304	TXC000088	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.1304	TXC000089	TXG000049	TXF000058	8e5e9cffffd3290026f87a25f7dfeba5b2827dbd8eefecc62197472dbd006d8d	3	0.9732142857142857	0.95	1		assigned	
ERR8666125.1304	TXC000090	TXG000017	TXF000028	5378d7e71852ca490b9a7f3dc9bf6415c14fd0cd780d81af60c50c3dbf784253	0	1.0	0.95	1		assigned	
ERR8666125.1328	TXC000091	TXG002771	NA	90f46f5367dc781b3e084a2828bf86074176220c13eab5989a92b325a5e246fc	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1343	TXC000092	TXG003609	NA	7469f8a0aac9f0ce4bda3572f6a77419b5518fbd010cda2e6f98639d65728a41	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1387	TXC000093	TXG006368	NA	608df794d9509aaa214909a3ba149195dc1fa4fe31b537b103e6998053251106	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1387	TXC000094	TXG000020	TXF000021	d96773e0edf4771297d2fdac5672ce9bba7449e6162a37c075b448150869f4ae	1	0.9821428571428571	0.95	1		assigned	
ERR8666125.1387	TXC000095	TXG002044	TXF001739	db6728679e98f704b7a72a6afca35910e5e9333f224103e502354ab6b010b17f	4	0.9587628865979382	0.95	1		assigned	
ERR8666125.1412	TXC000096	TXG000362	TXF001017	b31c27823693449a4c70e2fad0ce5e357b812bdeae635f392355aa923bf0a245	0	1.0	0.95	1		assigned	
ERR8666125.1442	TXC000097	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	9	0.9516129032258065	0.95	1		assigned	
ERR8666125.1442	TXC000098	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	1	0.9967948717948718	0.95	1		assigned	
ERR8666125.1442	TXC000099	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.1442	TXC000100	TXG000004	TXF000002	5389f9092d116a27b9fdd409ca07c0e976fef0da37c7bfb55742ca8a58062e84	3	0.9903846153846154	0.95	1		assigned	
ERR8666125.1460	TXC000101	TXG002718	NA	fa31970d2f206ee13dbcb213c6b9b3e5d98084f0f480d54319df551b19fa7f72	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1460	TXC000102	TXG003800	TXF001978	ed62d2ac4d5321da90bf83a6206a7273fb77fe1c37fcab25acf533d7cf5ebde5	0	1.0	0.95	1		assigned	
ERR8666125.1470	TXC000103	TXG005241	NA	ba68569b3b0831ecb03fe9caea25d00b2e4a246f5278800db4fdd17ddb63e5ec	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1471	TXC000104	TXG000245	TXF000372	aa2e5d1213531c1f04339e2edd6a8e78d81312e80ac782704bdb9f22a4a4da7c	0	1.0	0.95	1		assigned	
ERR8666125.1493	TXC000105	TXG000804	TXF001814	3f5eafb54b8e3f66aad3f018d6830be3ba338a4d7d16eb1887d4493f2cc8ba1c	0	1.0	0.95	1		assigned	
ERR8666125.1526	TXC000106	TXG003016	NA	2b50e77286940d8ee2cac20aadd61b84af19fc3795c4e5382882e813a0a023e8	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1526	TXC000107	TXG005814	TXF000232	91107f3c66fb0e00dd041e4e4ccefb0974baf4ded1869d80d3e7f698d56b440d	5	0.967948717948718	0.95	2	TXG000032	assigned	multiple_compatible_clusters
ERR8666125.1526	TXC000108	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	5	0.9731182795698925	0.95	3	TXG000099;TXG004969	assigned	multiple_compatible_clusters
ERR8666125.1526	TXC000109	TXG000050	TXF000036	e63aadf478beadcdc1f117a8390604b10865877eb114b83ec6a41f077517fd8b	2	0.9912280701754386	0.95	1		assigned	
ERR8666125.1526	TXC000110	TXG000032	TXF000035	6d1061cc8bbae90f9c570684fd2af107582be68b8cb8aff6aa86d6b1216d60c2	5	0.967741935483871	0.95	1		assigned	
ERR8666125.1526	TXC000111	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	3	0.9837837837837837	0.95	1		assigned	
ERR8666125.1534	TXC000112	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	10	0.9812734082397003	0.95	2	TXG000027	assigned	multiple_compatible_clusters
ERR8666125.1534	TXC000113	TXG002869	NA	bdb55ccf55f490d6eacf03502f936a5a19ffa32a808ede711e1f54a17e84e4a0	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1534	TXC000114	TXG000010	TXF000005	19a0e7c02bd8cb732352f2464d8e61ed2851d85ef4c3845d3368503c5b59d01e	4	0.9775280898876404	0.95	1		assigned	
ERR8666125.1534	TXC000115	TXG002834	NA	b81cdae2c618467d24b1241e59d3f326fad6ddfe31304979d4e1b9d73dde5dc0	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1534	TXC000116	TXG000010	TXF000005	19a0e7c02bd8cb732352f2464d8e61ed2851d85ef4c3845d3368503c5b59d01e	4	0.9775280898876404	0.95	1		assigned	
ERR8666125.1553	TXC000117	TXG000735	TXF001723	e44956b12abfb3251f0a4387cbce16e3c62e2e90d24fe6f4309fe15dd4d1e5a1	0	1.0	0.95	1		assigned	
ERR8666125.1553	TXC000118	TXG001251	NA	31ecf79e5279f12ac55c51e98f9c19a96a48ea92be7c16e7608bc4c424411cbc	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1554	TXC000119	TXG000859	TXF001884	b5c5bbd846a1f7b973cea469e4df5e1b324979628e278b641f743a94f8a1bfae	0	1.0	0.95	1		assigned	
ERR8666125.1573	TXC000120	TXG000275	TXF000788	c88c33c5cada435c910431a0130a3d2e026b467b73884925dbcbb5408b412fb0	0	1.0	0.95	1		assigned	
ERR8666125.1607	TXC000121	TXG000113	TXF000074	7f61b275a1840827b90a174553c30f4a6ffcffbfe843000d9a2af3e3dd5bfec9	1	0.9814814814814815	0.95	1		assigned	
ERR8666125.1656	TXC000122	TXG000027	TXF000012	dde1786eb2cb400c0f5bfca0cfb1c06b33fbbb943986ae6a8c29bf5c5907960e	2	0.9962546816479401	0.95	2	TXG000021	assigned	multiple_compatible_clusters
ERR8666125.1666	TXC000123	TXG001601	NA	ff490ca23bd76ada835f58503d0e9cc82bee0b22b468135e8dcad833227fa031	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1666	TXC000124	TXG003329	NA	1f2700374352c5f65df32e02127bf84c5796090b5df29a338f2a07aa2d9b7234	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1679	TXC000125	TXG000030	TXF000011	8875c9a82f60125a233291ea884ec27bf4573b36da50659dbc6b7f5ad7077aaf	23	0.9676966292134831	0.95	1		assigned	
ERR8666125.1714	TXC000126	TXG000021	TXF000006	d81530c9a80cd3e75d548b8468809c2286cd9c26cd8dfd106b9e9b4b13db6c4a	3	0.9943820224719101	0.95	2	TXG000027	assigned	multiple_compatible_clusters
ERR8666125.1756	TXC000127	TXG003060	NA	724b41057be696e105f665815772996b1b57c97e725bb7836639532484558777	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1774	TXC000128	TXG007793	NA	10382abec8427074b4a1c0e8aadf80b6d0c6563bf79043e407017c4b81dca364	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1774	TXC000129	TXG007992	NA	dc0227c9fe9ea5732325d3bcbcf44a5fd0b66b67908bbd6e7942a4553144fd8f	0	1.0	0.95	1		below_minimum_support	
ERR8666125.1824	TXC000130	TXG000229	TXF000479	e58e067ce42909c8b0639feefa0d2ce64db0615f43342d6b4c203b9299341fab	0	1.0	0.95	1		assigned	
ERR8666125.1835	TXC000131	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	0	1.0	0.95	1		assigned	
ERR8666125.1848	TXC000132	TXG000007	TXF000015	00e3063a408d51a85e72462ae81579fa4cacef047e5c8eac411c7f70a529c253	0	1.0	0.95	1		assigned	
ERR8666125.1906	TXC000133	TXG000219	TXF000464	b65d8753c1b899b8c8dcf5be9176618f6a825570bb2bc9cba2461fb9206e5d3f	0	1.0	0.95	1		assigned	
ERR8666125.1909	TXC000134	TXG001702	TXF001068	e4063a718f938ec92fa8aeaeff6917a768f7e2091f0bf99ce4cd76e297f9e99f	0	1.0	0.95	1		assigned	
ERR8666125.1930	TXC000135	TXG002787	TXF000025	9294620e6dd56f0e6fa56fa8fbc7a89e7f951d499b1b1fcfbe1442446dc683f3	5	0.9943820224719101	0.95	1		assigned	
ERR8666125.1999	TXC000136	TXG001271	TXF000461	eb1d67d6460c7c812d0a798c0742b7c9725bf1b69d0e10b561b33f2f2fd9fbcb	1	0.9915966386554622	0.95	1		assigned	
ERR8666125.1999	TXC000137	TXG001892	TXF000865	026a497752a46a4ceb7e14d61c91d059bc98b5d830531b6b2467d255e53f55ef	1	0.9956140350877193	0.95	1		assigned	
ERR8666125.1999	TXC000138	TXG001209	NA	dc78cba5127a5f775f3a914b4ca4238ef17ad3d7326c661a3852a2c0ce65195f	0	1.0	0.95	1		below_minimum_support	
ERR8666125.2040	TXC000139	TXG003323	NA	50a64de30a04f7c50083c906d5add8e3c1f50b1c79623b4519a0a7b352fd7780	0	1.0	0.95	1		below_minimum_support	
ERR8666125.2040	TXC000140	TXG004126	NA	42ab1019f1c0ec2aaab0d9946737b50728a749bc7ba7a0e3d643282a5ef188f2	0	1.0	0.95	1		below_minimum_support	
ERR8666125.2040	TXC000141	TXG008100	NA	8d9115a6026a48dab62bee17c3e63d95731321c644cbe60fdcf84bca80a1ed36	0	1.0	0.95	1		below_minimum_support	
ERR8666125.2143	TXC000142	TXG000006	TXF000003	faa289f301901f2485722e3fa59a4dce064ca40d30bd89492fa8a6ad03dce575	3	0.9831460674157303	0.95	2	TXG000010	assigned	multiple_compatible_clusters
ERR8666125.2203	TXC000143	TXG000027	TXF000012	dde1786eb2cb400c0f5bfca0cfb1c06b33fbbb943986ae6a8c29bf5c5907960e	9	0.9831460674157303	0.95	2	TXG000021	assigned	multiple_compatible_clusters
ERR8666125.2259	TXC000144	TXG000011	TXF000004	440c385d92e0d38b6ca4ffb5c7370fe17fda86299a0f9e21457cad332ad45957	7	0.9803370786516854	0.95	2	TXG000013	assigned	multiple_compatible_clusters
ERR8666125.2301	TXC000145	TXG002564	NA	e4d432bfcacc1f5101d0e17cd32a0686d11f73af9a70ee057ab9e2abbbb7f922	0	1.0	0.95	1		below_minimum_support	
ERR8666125.2301	TXC000146	TXG005612	NA	2732214cdb14168b965ce243abf53af5f1f9493e3fb3033ec6c7542afbf6bce4	0	1.0	0.95	1		below_minimum_support	
ERR8666125.2359	TXC000147	TXG000001	TXF000001	275572d10b6f0a65a6e39d89d94a8642b3a7bf1dade756a85eddd6bdef68db3f	0	1.0	0.95	1		assigned	
ERR8666125.2359	TXC000148	TXG000005	TXF000007	6a226ea2c980244e02201f9b7790074c79261549d199349781eb50a0e6f7199f	3	0.9741379310344828	0.95	1		assigned	
