tandemx_family_key	tandemx_length_bp	cross_partition_recurrence_status	exact_tidehunter_support	tidehunter_family_key	tidehunter_length_bp	glocal_identity	tidehunter_chunk_count	tidehunter_recurrence_status	best_orientation	relation	shorter_to_longer_length_ratio	nearest_integer_multiple	multiple_relative_error	candidate_pair_count	postprocess_status	interpretation_boundary
00cf3c56d4dae577f5f26eb86da48936c8c54bea540657a5ec42c941ac0a0c48	60	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
00d4ac7bc4029e9b0152d5b088af5f197c3cd86351cdd454612415ac891eb09a	285	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
00d60162a144803c68bcb6e1c3bcf5770bc6f679fd21280f3f97b27b0eb4cd78	132	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
00e0fb1e3dd404c4c2759a8bc2795be70833e679bc918a566c86dd328d81f3a3	104	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
00ed369789f544e84de7035ed426a1f3da259ad6d0c91d7c67ba4f384171e7b6	54	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
00f0fdadf94a1c65d76b9ed9c5dded660cf99e07c7c68081b4399f3e144102b5	52	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
00f46cd8002c0ade3466ff7e7a43f56cf7f4d1f649b5f28b143a65110c2bd18f	52	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01031e585dfae8d105a3532f5c1833979175cb8ddbddee28f51f23a5b405cfd5	118	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
010a355f3768b74c749bfd7d146ef1a507f343aa7a77d3b8e1d47ba2751a83e5	81	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
010aa1d65d14b44b89fd3e7135cd50aba92feba9f2ed277c3526ee44d84d4714	48	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
011368a2908658d1e786663f55ebfdc499b5aff65be708995bc2203cbb13f527	74	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0118ae044fb5d27dbb2ca8ebc23847c4daa9cc42e151ae0de1504b6892f78e42	33	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
011b6b21a7c720a26ba242dfb7251fff2e0719cd46032e6a549582b5ef3399e6	61	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
012c246107001ad24b36eab4d37c7e3e5dc9f1144a9cf746df8f6f94ce465450	60	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
012f9926aa3cc9a56440642c697711a4fb6c473b1c207f6d0e8a5fc4d8b40acb	144	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01365591bb09de5964faa026d01021692f1e2376fb9a9b3d9fba8a2ecff6ff1c	92	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0138cdb1fcd9d53d33de7999b519d10d5eee405b39b09bc3378eaaf374005e2a	59	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01460caacb83d59ab2901bb9cf445ebf08354b17e7592dd9e421c3ccc600f849	104	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0149305ac97f13c6ad90f719142389b3bfdc6872106c68694d354f3d8ca75156	183	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0149fc85bd29acc18f6c4cd340d5c962cb1686217fad45998142b6e19db3cfd6	262	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
015eeaa05eada0439dbc1e4c4ee3a42e7ff907471b332c4240e12b05b39ed57a	128	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0164cc3c11b51a6dbaa470694b6e0ecbaa6527afd233ea34420ad8091d1b6a26	56	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0167e664910003fc36e879f5cc68460cb8fbc101a857b971a2e50ddf2a3054b1	40	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
016bc563caafb0f2675e5ad2ca3d0653953169b64449fd07149314201222bae0	51	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
017e77e415bb84e0cb3c6871b356b07949ee4c9679b8e65e8e18178b1b536ea1	98	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
017f670c46d9828bffa29f7b7abcd69ca2504a640995095c2a50c8918880a931	59	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01842d26e06e7fed79364609f4417105e731b86e34af79ab35eb27809d8d1766	218	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
018ec98073b40b38bf979834807950ff1c493f48a9945cea7b0d679d1f51735e	31	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
019b06cc5813037c0ccd8f78c9fefb961a89b8ad3a2a7cc971e9004c5610435d	113	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
019f3359da7070288659bc7c57f0e67dd4719da62e79ce89a4b5fc1fbcd4720d	150	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01a61b2bfd21778d62c1c9d799c4497e47f413021538c29ee0abd24d32b95e01	169	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01ae05eadcf52cd671dfcd00095190f2054fca0b345a9e8116befba9c149d16e	15	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01b634c76ee991791131d754d339db257a10a625f5aa24be5140a0a0f0f60b2f	41	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01bb2e5b9da95a6e7319b0d2c13818e53e23f00b35470f7e9a1521df9e7f98ed	60	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01c2d1229b26d3613d1146b3298a5024d12d4e33380d461cd2366b8020fd4724	48	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01cab457840c5f5e561bb8f920d2e6c28c5676797ff03751ce38a47f381e9358	46	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01d6018f28518f47b08cc2ad7bd490474c7977c7c5109b56e92571622f98a7fa	161	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01e9d7705aa6b9e66f7fccb8a4041d53a8535e368cec5b2e09fb1ba1835c76d7	126	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01eb093c91df824472cd8b361e6d78fe1d3f954d098f16fce147575b347ed4ec	43	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01eb5643e1089b27e33bcbac9d69ede781e2672d3b0ad6756d84aa49e2c1ce23	30	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01f2fec5ac3b68388a8759bdca41cab1b1234f0b743cf0b2552f719ca018ed40	150	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
01f745089682f78ec46f326fca266862972044a75ebf74250d41a227e2980343	337	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
020ea6ddeb83e4f0d69b45f87324b0619dcc1938870d5d0c603f2e0cd55f239f	364	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
021db0b20e9bca45ebc1ec06c7db451f449b2f3f01a73f02856523c56d62a6eb	65	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0224c73ed3e0232d04383967b90081436533bd051b8e8a1b3f058d136a49feab	61	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
0228810f7d6842be0499256df01f0602475a2dd57001ccbdad4db6cac0c3c6e2	54	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
022889dd359ccb7163441e0d84053595b7196c818d1e34d3cbff3985bf2eba3f	48	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
023a1a9c3292ee4540654efcc38e6fe5c54dc8db1981ccddf6f78c4236e2ac43	301	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
023fb337bb9d1463a310cf4429e522db1032dbd14d34c341d44676c960a72d1a	47	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
02477caa55cec7e27039935916ccdd31b1794746909ec3ebc2fdf799f52b096e	73	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
024c4a0c47ea83ff405d3220094c93fc0656cecd21624276c49585545cdabf1b	57	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
02531f2fe78e5c05218ce5213fa869cefe74b2da806ff17175afc6a72b24a7a1	106	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
025c188248be4325eb83a20c4421a40f59c2732ccd738bd60e3f237f4b95947f	216	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
025dea98740e5f4c361c88156bd470662c22beaab7568bfebb6888d31fd88f2b	209	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
026af85a7190bb3433332108d4a8180133dc6bf0ffb8e5eff5cc4539ac6ad350	88	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
027530be1a7777cd6d16c81bf1a192511e8f0b921c18c41dff46f2010d4c5d61	39	recurred_all_formal_partitions	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	technical_unresolved_candidate_pair_budget	The predeclared exhaustive alignment budget was exceeded. This row is unresolved, not absent TideHunter support or TandemX-only evidence.
