prediction_index	read_id	start	end	period	matched_truth_index	truth_family_id	iou	status
122	r000000440	0	453	61	111	f003	0.9977924944812362	matched
123	r000000441	0	1476	171	112	f036	0.9979674796747967	matched
124	r000000442	0	1865	61	113	f010	1.0	matched
125	r000000448	0	7625	421	114	f049	1.0	matched
126	r000000450	0	5020	421	115	f042	1.0	matched
127	r000000450	0	5020	840	NA	NA	0.0	unmatched
128	r000000457	0	4634	61	116	f010	1.0	matched
129	r000000459	0	17177	171	117	megabase_171	1.0	matched
130	r000000461	12005	16373	421	118	f054	0.9997710622710623	matched
131	r000000462	0	11958	421	119	f054	1.0	matched
132	r000000463	6599	11475	61	120	f010	1.0	matched
133	r000000464	9874	11091	61	121	f001	1.0	matched
134	r000000465	6076	9482	171	122	f024	1.0	matched
135	r000000468	10898	15085	61	123	f007	1.0	matched
136	r000000473	4726	12658	171	124	f030	0.9998739283913263	matched
137	r000000475	0	16691	171	125	megabase_171	1.0	matched
138	r000000482	5074	8490	171	126	f023	1.0	matched
139	r000000484	4	12208	171	127	megabase_171	0.9996723460026212	matched
140	r000000486	1522	13176	171	128	f029	1.0	matched
141	r000000487	0	3279	61	129	f015	1.0	matched
142	r000000491	0	18102	171	130	megabase_171	1.0	matched
143	r000000495	0	1155	171	131	f033	1.0	matched
144	r000000496	2577	3194	306	NA	NA	0.0	unmatched
145	r000000497	0	11650	421	132	f049	1.0	matched
146	r000000501	0	13193	421	133	f044	1.0	matched
147	r000000503	0	16206	171	134	megabase_171	1.0	matched
148	r000000504	0	15468	171	135	megabase_171	1.0	matched
149	r000000510	8620	10839	61	136	f011	1.0	matched
150	r000000512	0	13541	171	137	megabase_171	1.0	matched
151	r000000513	2	18838	421	138	f050	0.9998938316169445	matched
152	r000000517	4651	5194	268	NA	NA	0.0	unmatched
153	r000000519	0	11081	421	139	f045	1.0	matched
154	r000000522	0	13791	171	140	megabase_171	0.9997825141365811	matched
155	r000000524	0	8372	171	141	f033	0.9997611655123	matched
156	r000000536	8303	10298	993	NA	NA	0.0	unmatched
157	r000000537	0	12274	171	142	megabase_171	1.0	matched
158	r000000538	0	10862	171	143	megabase_171	1.0	matched
159	r000000540	0	13453	171	144	megabase_171	1.0	matched
160	r000000541	0	10416	171	145	megabase_171	1.0	matched
161	r000000548	0	12074	171	146	megabase_171	1.0	matched
162	r000000549	0	12939	171	147	megabase_171	1.0	matched
163	r000000551	4688	12453	421	148	f053	1.0	matched
164	r000000552	13828	14057	110	NA	NA	0.0	unmatched
165	r000000553	0	12703	421	149	f047	1.0	matched
166	r000000558	0	9496	61	150	f018	0.9997893850042123	matched
167	r000000559	8210	12678	421	151	f042	0.9993288590604027	matched
168	r000000567	0	8669	171	152	f026	1.0	matched
169	r000000568	0	12506	421	153	f050	1.0	matched
170	r000000576	0	12031	171	154	megabase_171	1.0	matched
171	r000000578	0	15918	421	155	f053	1.0	matched
172	r000000579	0	11986	171	156	megabase_171	1.0	matched
173	r000000581	0	4486	421	157	f052	1.0	matched
174	r000000583	0	13505	421	158	f048	1.0	matched
175	r000000584	10189	13647	421	159	f041	1.0	matched
176	r000000601	0	15011	171	160	megabase_171	1.0	matched
177	r000000604	11634	12858	61	161	f001	1.0	matched
178	r000000605	0	10668	171	162	megabase_171	1.0	matched
179	r000000608	0	11359	421	163	f047	1.0	matched
180	r000000611	6246	7467	61	164	f003	0.9983633387888707	matched
181	r000000612	2251	11785	421	165	f049	1.0	matched
182	r000000613	0	8620	171	166	f030	1.0	matched
183	r000000619	0	14812	171	167	megabase_171	1.0	matched
184	r000000629	0	6979	61	168	f016	0.9998567129961312	matched
185	r000000630	8205	11625	171	169	f022	0.9994155464640561	matched
186	r000000635	0	5479	171	170	f035	1.0	matched
187	r000000638	5534	6747	60	171	f005	0.9975288303130149	matched
188	r000000643	8570	12049	61	172	f013	0.9988515647430376	matched
189	r000000645	0	15406	171	173	megabase_171	1.0	matched
190	r000000646	12438	15290	421	174	f040	0.9985994397759104	matched
191	r000000649	10156	13575	171	175	f021	1.0	matched
192	r000000652	0	10837	421	176	f053	1.0	matched
193	r000000653	0	12014	171	177	megabase_171	0.9999167707032875	matched
194	r000000657	3846	5069	61	178	f003	0.9983646770237122	matched
195	r000000658	0	10324	421	179	f049	1.0	matched
196	r000000662	3440	14766	421	180	f054	0.99982341515098	matched
197	r000000665	0	14950	171	181	megabase_171	1.0	matched
198	r000000666	0	14949	171	182	megabase_171	1.0	matched
199	r000000669	0	16598	171	183	megabase_171	0.9999397554069522	matched
200	r000000670	0	13704	421	184	f054	1.0	matched
201	r000000671	0	17135	421	185	f053	1.0	matched
202	r000000672	7034	12924	421	186	f048	1.0	matched
203	r000000677	2	11186	421	187	f052	0.9998212050777758	matched
204	r000000680	12263	15240	421	188	f038	1.0	matched
205	r000000684	0	16509	421	189	f049	1.0	matched
206	r000000688	0	15182	171	190	megabase_171	1.0	matched
207	r000000692	0	10645	171	191	megabase_171	1.0	matched
208	r000000693	7417	8636	61	192	f003	0.9983606557377049	matched
209	r000000702	0	16225	421	193	f053	1.0	matched
210	r000000705	3958	11296	421	194	f038	1.0	matched
211	r000000712	0	14711	171	195	megabase_171	1.0	matched
212	r000000713	12578	18267	421	196	f052	1.0	matched
213	r000000716	5621	15421	421	197	f047	1.0	matched
214	r000000718	0	17088	171	198	megabase_171	1.0	matched
215	r000000724	0	13972	171	199	f031	1.0	matched
216	r000000727	0	14390	421	200	f052	1.0	matched
217	r000000729	0	8763	61	201	f013	1.0	matched
218	r000000734	0	13906	421	202	f049	1.0	matched
219	r000000735	0	12398	421	203	f054	1.0	matched
220	r000000738	0	14402	171	204	megabase_171	1.0	matched
221	r000000741	5613	15546	61	205	f015	0.9997986509614416	matched
222	r000000747	0	14365	171	206	megabase_171	1.0	matched
223	r000000750	4585	8000	171	207	f022	0.9991222937390287	matched
224	r000000759	0	17664	421	208	f052	1.0	matched
225	r000000760	0	18380	171	209	megabase_171	0.9998911979109999	matched
226	r000000761	5949	10826	61	210	f008	0.9997949979499795	matched
227	r000000763	9964	11437	421	211	f038	1.0	matched
228	r000000767	0	15621	171	212	megabase_171	1.0	matched
229	r000000768	0	6779	171	213	f034	0.9998524856173477	matched
230	r000000770	4500	11622	421	214	f037	1.0	matched
231	r000000773	0	11463	171	215	megabase_171	0.9999127704117237	matched
232	r000000775	0	6639	421	216	f043	1.0	matched
233	r000000777	0	14171	171	217	megabase_171	1.0	matched
234	r000000780	0	18109	171	218	megabase_171	1.0	matched
235	r000000785	0	20234	171	219	megabase_171	1.0	matched
236	r000000792	0	13649	421	220	f054	1.0	matched
237	r000000793	5031	14263	421	221	f046	0.999675148890092	matched
238	r000000795	0	10540	171	222	f032	1.0	matched
239	r000000798	5346	10226	61	223	f009	0.9997951239500102	matched
240	r000000799	0	11279	171	224	megabase_171	1.0	matched
241	r000000805	0	1208	61	225	f003	0.9991721854304636	matched
242	r000000809	5209	8635	171	226	f024	1.0	matched
243	r000000811	0	13557	171	227	f035	1.0	matched
244	r000000815	0	11469	171	228	megabase_171	0.999302953733554	matched
245	r000000817	4692	16627	421	229	f054	0.9999162128194387	matched
246	r000000818	0	11944	171	230	megabase_171	1.0	matched
247	r000000820	3	13085	171	231	megabase_171	0.999770729843332	matched
248	r000000821	298	12357	171	232	megabase_171	1.0	matched
249	r000000823	0	12482	171	233	f030	1.0	matched
250	r000000826	0	10853	421	234	f051	1.0	matched
251	r000000827	0	18286	171	235	megabase_171	0.9998359669746842	matched
252	r000000830	0	15169	171	236	megabase_171	1.0	matched
253	r000000831	0	14281	171	237	megabase_171	1.0	matched
254	r000000836	8438	15113	421	238	f051	1.0	matched
255	r000000841	2	4022	61	NA	NA	0.0	unmatched
256	r000000841	3915	10628	61	239	f016	0.6316334211516749	matched
257	r000000844	0	8702	171	240	f032	1.0	matched
258	r000000853	3	13074	171	241	f032	0.9997705369435521	matched
259	r000000855	0	16190	171	242	f032	1.0	matched
260	r000000855	7210	16190	513	NA	NA	0.0	unmatched
261	r000000879	0	13986	171	243	f033	1.0	matched
262	r000000881	0	12385	171	244	megabase_171	1.0	matched
263	r000000883	0	965	171	245	megabase_171	1.0	matched
264	r000000885	0	5554	171	246	megabase_171	1.0	matched
265	r000000886	0	12632	171	247	megabase_171	1.0	matched
266	r000000891	1041	14286	171	248	f025	1.0	matched
267	r000000892	635	4564	61	249	f018	0.9994909646220412	matched
268	r000000893	9686	13824	421	250	f047	1.0	matched
269	r000000895	0	12325	171	251	megabase_171	0.7785357842208326	matched
270	r000000895	11983	15831	171	NA	NA	0.0	unmatched
271	r000000897	8147	14433	171	252	f035	1.0	matched
272	r000000902	0	852	171	253	f032	1.0	matched
273	r000000903	0	17463	421	254	f049	1.0	matched
274	r000000906	0	15292	171	255	f031	1.0	matched
275	r000000923	0	12986	171	256	megabase_171	1.0	matched
276	r000000925	7600	12482	61	257	f007	1.0	matched
277	r000000927	0	13221	171	258	megabase_171	1.0	matched
278	r000000928	0	19117	171	259	megabase_171	1.0	matched
279	r000000930	0	12666	171	260	megabase_171	0.9995265151515151	matched
280	r000000932	0	17696	171	261	f031	1.0	matched
281	r000000933	0	11131	421	262	f049	1.0	matched
282	r000000935	1	4737	61	263	f017	0.9997888959256913	matched
283	r000000941	1674	2891	61	264	f001	1.0	matched
284	r000000944	0	1266	416	265	f041	1.0	matched
285	r000000949	0	507	169	NA	NA	0.0	unmatched
286	r000000949	177	10293	171	266	f036	0.9828038472748469	matched
287	r000000955	0	9545	171	267	f035	1.0	matched
288	r000000966	0	16067	421	268	f054	1.0	matched
289	r000000967	0	453	61	269	f014	1.0	matched
290	r000000971	3	13963	171	270	megabase_171	0.9994988186439464	matched
291	r000000972	0	13025	171	271	megabase_171	1.0	matched
292	r000000974	0	5125	421	272	f045	0.999804916113929	matched
293	r000000976	0	10817	171	273	megabase_171	1.0	matched
294	r000000977	0	5524	171	274	f025	1.0	matched
295	r000000979	0	11958	171	275	f031	1.0	matched
296	r000000980	0	14518	421	276	f045	1.0	matched
297	r000000982	10912	12611	421	277	f053	1.0	matched
298	r000000984	15718	20585	61	278	f012	1.0	matched
299	r000000985	0	17664	171	279	megabase_171	1.0	matched
300	r000000987	1	15794	171	280	megabase_171	0.9999366848170191	matched
301	r000000988	3472	15672	61	281	f017	0.9999180395049586	matched
302	r000000989	0	16167	171	282	f033	0.9998144712430427	matched
303	r000000995	3919	19062	421	283	f047	1.0	matched
304	r000000998	5027	6243	61	284	f006	0.9975389663658737	matched
305	r000001001	12656	14506	421	285	f037	0.9989189189189189	matched
306	r000001004	0	13669	171	286	f031	1.0	matched
307	r000001007	3281	3757	234	NA	NA	0.0	unmatched
308	r000001010	0	17291	421	287	f049	1.0	matched
309	r000001011	6383	11863	421	288	f041	0.9979967219085777	matched
310	r000001012	7178	11620	421	289	f041	1.0	matched
311	r000001014	0	2002	171	290	f034	0.9995004995004995	matched
312	r000001015	0	12133	171	291	megabase_171	1.0	matched
313	r000001016	0	7776	421	292	f043	1.0	matched
314	r000001019	0	16941	421	293	f053	1.0	matched
315	r000001023	0	11411	171	294	f035	1.0	matched
316	r000001031	5773	10995	61	295	f014	1.0	matched
317	r000001032	8005	16217	421	296	f041	1.0	matched
318	r000001035	0	11241	171	297	f032	1.0	matched
319	r000001036	17276	17802	171	298	f036	1.0	matched
320	r000001037	0	12432	421	299	f045	1.0	matched
321	r000001038	12954	18053	421	300	f051	1.0	matched
322	r000001041	10015	11702	420	NA	NA	0.0	unmatched
323	r000001041	10860	17070	421	301	f042	0.8803515735752765	matched
324	r000001043	0	7016	171	NA	NA	0.0	unmatched
325	r000001043	6680	18840	171	302	megabase_171	0.6454352441613588	matched
326	r000001048	14649	17130	171	303	f024	1.0	matched
327	r000001056	0	12626	171	304	f036	1.0	matched
328	r000001057	0	14332	171	305	megabase_171	1.0	matched
329	r000001058	3130	3658	260	NA	NA	0.0	unmatched
330	r000001061	0	12103	171	306	f026	1.0	matched
331	r000001064	0	10338	421	307	f045	1.0	matched
332	r000001070	4507	11679	61	308	f016	1.0	matched
333	r000001078	2677	12394	421	309	f050	1.0	matched
334	r000001080	0	18007	421	310	f049	1.0	matched
335	r000001081	0	11077	421	311	f053	1.0	matched
336	r000001082	0	7427	171	312	f025	1.0	matched
337	r000001083	10992	13993	61	313	f011	1.0	matched
338	r000001088	0	16535	171	314	megabase_171	1.0	matched
339	r000001090	11272	12551	61	315	f012	0.9984387197501952	matched
340	r000001093	0	12578	421	316	f049	1.0	matched
341	r000001095	0	10802	171	317	megabase_171	0.9998148833765272	matched
342	r000001096	12004	14091	422	318	f048	0.9971333014811276	matched
343	r000001098	3	11211	171	319	megabase_171	0.9997324056729997	matched
344	r000001103	0	13141	171	320	megabase_171	1.0	matched
345	r000001105	0	18660	421	321	f051	1.0	matched
346	r000001109	0	14963	421	322	f049	1.0	matched
347	r000001112	0	13323	171	323	f035	1.0	matched
348	r000001114	0	17249	421	324	f049	1.0	matched
349	r000001115	0	3121	171	325	f030	1.0	matched
350	r000001117	14275	15599	171	326	f027	0.9984917043740573	matched
351	r000001119	0	18027	171	327	f035	1.0	matched
352	r000001125	0	16647	171	328	megabase_171	1.0	matched
353	r000001127	2	17378	171	329	megabase_171	0.9998849119576476	matched
354	r000001129	0	12343	171	330	megabase_171	1.0	matched
355	r000001130	0	4567	61	331	f014	1.0	matched
356	r000001131	0	11093	171	332	megabase_171	1.0	matched
357	r000001132	0	13098	421	333	f049	1.0	matched
358	r000001133	899	12339	171	334	f025	0.9997378309883772	matched
359	r000001140	4082	8963	61	335	f007	1.0	matched
360	r000001143	0	10262	421	336	f052	1.0	matched
361	r000001148	2664	6086	171	337	f020	0.9994155464640561	matched
362	r000001153	13104	16491	171	338	f024	0.9994098554145766	matched
363	r000001156	0	12385	421	339	f051	1.0	matched
364	r000001159	0	15074	171	340	megabase_171	1.0	matched
365	r000001160	0	5338	171	341	f033	1.0	matched
366	r000001161	0	17289	171	342	megabase_171	0.9999421631000578	matched
367	r000001164	4866	14525	421	343	f054	0.9997929606625259	matched
368	r000001168	8666	12084	421	344	f045	0.8970157987126974	matched
369	r000001172	5	12307	171	345	megabase_171	0.999593727147152	matched
370	r000001173	1691	15377	171	346	f026	0.999853886616014	matched
371	r000001177	0	11280	171	347	megabase_171	1.0	matched
372	r000001180	3685	11201	421	348	f049	1.0	matched
373	r000001183	16287	17256	61	349	f015	0.9979402677651905	matched
374	r000001184	0	11524	171	350	megabase_171	1.0	matched
375	r000001189	0	11325	171	351	megabase_171	1.0	matched
376	r000001190	8922	19894	421	352	f045	1.0	matched
377	r000001191	0	15896	171	353	megabase_171	1.0	matched
378	r000001193	9422	15526	61	354	f013	1.0	matched
379	r000001199	0	10582	171	355	megabase_171	1.0	matched
380	r000001203	0	10525	421	356	f044	0.9995251661918328	matched
381	r000001206	0	10903	421	357	f050	0.9998165978908757	matched
382	r000001210	0	15044	171	358	megabase_171	0.9825615570504865	matched
383	r000001210	14713	15311	170	NA	NA	0.0	unmatched
384	r000001212	3934	10535	421	359	f041	1.0	matched
385	r000001218	0	11476	421	360	f054	1.0	matched
386	r000001219	0	12997	171	361	megabase_171	0.9998461420109239	matched
387	r000001222	12452	14103	823	NA	NA	0.0	unmatched
388	r000001227	3381	8253	61	362	f012	0.9995895752103428	matched
389	r000001228	0	11070	171	363	f033	0.999729070712544	matched
390	r000001230	0	3345	421	364	f050	1.0	matched
391	r000001233	8132	14637	421	365	f037	0.9996925441967717	matched
392	r000001236	0	16382	171	366	megabase_171	1.0	matched
393	r000001238	4832	14913	171	367	megabase_171	0.9993061062648692	matched
394	r000001240	0	11366	171	368	megabase_171	0.9997361245492128	matched
395	r000001244	10597	12791	421	369	f044	0.9990892531876139	matched
396	r000001245	0	12162	171	370	megabase_171	0.7013840830449827	matched
397	r000001245	11824	17340	171	NA	NA	0.0	unmatched
398	r000001248	0	14175	171	371	megabase_171	1.0	matched
399	r000001251	0	15200	171	372	megabase_171	1.0	matched
400	r000001254	0	14298	421	373	f049	0.9998601398601399	matched
401	r000001258	0	15879	171	374	megabase_171	1.0	matched
402	r000001261	4810	17250	421	375	f048	1.0	matched
403	r000001262	0	12269	421	376	f050	0.999918500407498	matched
404	r000001264	15914	23248	171	377	f036	1.0	matched
405	r000001267	0	10811	421	378	f053	1.0	matched
406	r000001269	4768	5989	61	379	f003	0.9983633387888707	matched
407	r000001276	0	17599	171	380	megabase_171	0.9998295648221793	matched
408	r000001287	9755	16267	421	381	f047	1.0	matched
409	r000001289	0	15066	421	382	f052	1.0	matched
410	r000001290	0	3363	421	383	f038	0.9976268169682587	matched
411	r000001300	0	2613	421	384	f050	1.0	matched
412	r000001302	155	14129	171	385	f035	0.9994993205064016	matched
413	r000001307	0	16110	171	386	megabase_171	1.0	matched
414	r000001308	0	8546	421	387	f046	1.0	matched
415	r000001314	0	16187	421	388	f047	1.0	matched
416	r000001315	0	19284	421	389	f049	1.0	matched
417	r000001318	0	16118	171	390	megabase_171	1.0	matched
418	r000001319	1	11262	421	391	f051	0.9999112058248979	matched
419	r000001323	0	12742	171	392	megabase_171	1.0	matched
420	r000001325	0	4199	61	393	f008	0.9997619047619047	matched
421	r000001328	12355	13205	171	394	f036	0.9964705882352941	matched
422	r000001340	0	11319	421	395	f052	1.0	matched
423	r000001341	3	11486	171	396	megabase_171	0.9997388124673515	matched
424	r000001346	0	6844	171	397	f034	0.999853886616014	matched
425	r000001347	0	4622	421	398	f050	0.7887372013651878	matched
426	r000001347	3798	5860	422	NA	NA	0.0	unmatched
427	r000001347	0	5916	842	NA	NA	0.0	unmatched
428	r000001355	0	12285	171	399	megabase_171	1.0	matched
429	r000001363	0	8553	171	400	f031	1.0	matched
430	r000001378	0	11053	421	401	f053	1.0	matched
431	r000001380	0	12223	171	402	f032	1.0	matched
432	r000001382	8657	14211	421	403	f051	1.0	matched
433	r000001386	8673	13041	421	404	f045	0.9198717948717948	matched
434	r000001390	13792	16004	171	405	f031	0.9986455981941309	matched
435	r000001397	1	12141	171	406	megabase_171	0.9998352824905288	matched
436	r000001401	0	14558	171	407	megabase_171	0.9999313139638711	matched
437	r000001402	0	148	62	408	f002	1.0	matched
438	r000001405	0	15780	421	409	f053	1.0	matched
439	r000001407	0	15525	421	410	f054	1.0	matched
440	r000001409	13560	14549	171	411	f031	1.0	matched
441	r000001421	0	15064	421	412	f046	1.0	matched
442	r000001430	0	16311	171	413	megabase_171	1.0	matched
443	r000001433	0	10415	171	414	megabase_171	1.0	matched
444	r000001435	7916	16334	421	415	f042	0.9998812069375148	matched
445	r000001441	0	14982	171	416	f032	1.0	matched
446	r000001442	0	12269	171	417	megabase_171	1.0	matched
447	r000001443	0	4766	171	418	f032	1.0	matched
448	r000001444	0	13484	171	419	megabase_171	0.9994811355718627	matched
449	r000001452	8700	12716	171	420	f025	1.0	matched
450	r000001455	0	5598	171	421	f027	1.0	matched
451	r000001457	0	3423	61	422	f014	1.0	matched
452	r000001467	0	12039	421	423	f052	1.0	matched
453	r000001470	0	13331	421	424	f051	1.0	matched
454	r000001471	3	14487	171	425	megabase_171	0.999792917788362	matched
455	r000001476	8102	9469	679	NA	NA	0.0	unmatched
456	r000001479	6544	13096	421	426	f053	1.0	matched
457	r000001481	3	12835	171	427	f036	0.9997662641215427	matched
458	r000001485	143	7449	61	428	f018	0.6921910538286581	matched
459	r000001485	7342	10689	61	NA	NA	0.0	unmatched
460	r000001486	0	13803	171	429	megabase_171	1.0	matched
461	r000001491	12710	13875	420	430	f050	1.0	matched
462	r000001497	0	7973	171	431	f033	0.9998745766963502	matched
463	r000001498	3998	16193	61	432	f015	0.9999179991799918	matched
464	r000001499	0	11162	171	433	megabase_171	1.0	matched
465	r000001503	3	12654	171	434	megabase_171	0.9997629208155524	matched
466	r000001504	0	8183	421	435	f037	1.0	matched
467	r000001507	0	11092	421	436	f050	1.0	matched
468	r000001509	0	10401	421	437	f049	1.0	matched
469	r000001521	3	16025	421	438	f052	0.9998127925117005	matched
470	r000001523	0	10825	171	439	megabase_171	0.9999076297801589	matched
471	r000001525	0	13510	171	440	megabase_171	0.9999259862334394	matched
472	r000001530	5930	12087	171	441	f032	0.9988643737832577	matched
473	r000001533	0	13477	421	442	f048	1.0	matched
474	r000001535	0	11928	171	443	f036	0.9997484909456741	matched
475	r000001542	0	11471	171	444	megabase_171	1.0	matched
476	r000001545	0	13510	171	445	megabase_171	1.0	matched
477	r000001549	9035	9699	330	NA	NA	0.0	unmatched
478	r000001551	0	16678	421	446	f052	1.0	matched
479	r000001554	1567	1794	107	NA	NA	0.0	unmatched
480	r000001560	7242	8465	61	447	f005	0.9983660130718954	matched
481	r000001564	0	16523	421	448	f044	1.0	matched
482	r000001565	0	10978	171	449	megabase_171	1.0	matched
