read_id	candidate_id	cluster_id	family_id	representative_sha256	edit_distance_upper_bound	similarity_lower_bound	minimum_cluster_identity	compatible_cluster_count	alternative_cluster_ids	status	warning
SRR13557763.1297	TXC000075	TXG009555	NA	e2a1b6a9e02e21965dfc2c78859b64f8f17c6df7d5f4f448b30774b6bbd4b0b8	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1297	TXC000076	TXG015240	NA	67fd0cec1a3859cb0688f44a450fb7e8461183e70aa06bf793c11338e19327f8	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1337	TXC000077	TXG000389	TXF000103	eff40624bdecafb6c672f9454dd77505cfd773f86c69faa42a2331345ddee60f	2	0.9615384615384616	0.95	1		assigned	
SRR13557763.1337	TXC000078	TXG000373	TXF000261	7046f8c29f48ab3edfc440f50d81f53b6564f7c5e9387c177a4694b5ba9cf0b5	0	1.0	0.95	1		assigned	
SRR13557763.1341	TXC000079	TXG021831	NA	ba1ae29f166b864e2ebca0d63a428f1556037163da252212356c081f5fe2c586	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1425	TXC000080	TXG003930	NA	79b70b519beac8dfe2cdad35c4d4ae5656a6749b7cfb776690f73e70ee6d2212	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1485	TXC000081	TXG000809	TXF000128	d13a3f0f90f46b3f14caa2fad2e34bbae297a24baddbd101409209e5d16065af	5	0.9795918367346939	0.95	2	TXG000005	assigned	multiple_compatible_clusters
SRR13557763.1485	TXC000082	TXG000414	TXF000367	befb37a4891e617cb15ff0d321afdda836e2c433c4d95fd6373a57ff2582bee1	3	0.9866666666666667	0.95	1		assigned	
SRR13557763.1488	TXC000083	TXG003528	TXF000958	25b3ccdf9635a039c7c061143400585c06afe20f79a493e3d5dc9c80932908c0	4	0.9736842105263158	0.95	1		assigned	
SRR13557763.1492	TXC000084	TXG005076	NA	2c4a9d7df7267185fcb0045f664c0a84485ed57462a4efc6abfa995b0399cb56	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1500	TXC000085	TXG028032	NA	a6ccdd4d0cd113d78b7ac21d45cc654c3f74a8e76dc0eb376648fc688aca008d	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1500	TXC000086	TXG006009	NA	94135f1e019079ffaa9508a039a478775551cfd09fbb1befabfceedeb8b87b10	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1601	TXC000087	TXG009058	NA	8fcd967ba7ae2369d55b1bd410c42cbf62c60366b88871ccb8172bbccd9107de	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1601	TXC000088	TXG035804	NA	54c456e1253d7b1d7607093966241fcc06fdae80b17e3e10fb167c80c2007eeb	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1605	TXC000089	TXG000002	TXF000004	b26047957ebe10d9eafbb7e1415cf3179c003fa862892127cbf0b41d3442f82a	0	1.0	0.95	1		assigned	
SRR13557763.1617	TXC000090	TXG021516	NA	bef2b2604903317c8d13803f5eb7b09769274064fdb384a659fac5354d226175	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1629	TXC000091	TXG025908	NA	0f77a2a83235fdbb24acdb3dfbc014e0942ccb19179aed7c1738764a70ddaf40	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1767	TXC000092	TXG009059	NA	f96f271dd7cf17d864889beb18e26b5f5375814ea013a5ceb9613c276e3bd7c1	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1767	TXC000093	TXG008290	NA	0c0afe6f021777cef6a2e77b5832e4874ac689b3c51bf1b1dd636a599d1d6b02	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1796	TXC000094	TXG037514	NA	a34bc3b7481fb325ff97b39b248f8d688af9f5e56479c7427e6811dd1dc6cd3c	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1808	TXC000095	TXG006730	NA	e33983e1c76a6c89139dada68d6ba6669b6796ce699d0e5e981ea25ae9a066a2	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1808	TXC000096	TXG005622	NA	92d3f75cc235c282158bb4485993cf3b1465df6ce8bb4dcbac30d8980017f41b	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1915	TXC000097	TXG039047	NA	ef3f6467fd77a5fae029e24c11bfdd8fc9fb5f38f551730d0fead79de1842709	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1915	TXC000098	TXG021097	NA	fb0a2b75e0d17d8ea860c67f3d26ac2c865b4587c0df4949f42ab16dde0c90aa	0	1.0	0.95	1		below_minimum_support	
SRR13557763.1939	TXC000099	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	0	1.0	0.95	1		assigned	
SRR13557763.1998	TXC000100	TXG016331	NA	e93c2b83e9a939369f5e49dbdb49e925441eceb05892819d03f7cc8fa0ab2d43	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2040	TXC000101	TXG007622	NA	793ff177b2fdb9dfb2943b30e711d42896e028921689ab3821a138c1b99e6504	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2091	TXC000102	TXG000007	TXF000007	2ea99e39a67fac14bc8e4e609e3be6ba2d6dd42da4da638ac6454ad13fdd15c3	1	0.9827586206896551	0.95	1		assigned	
SRR13557763.2091	TXC000103	TXG034792	NA	541442055198bdccf085af69cd356e511b31e3b328530b7694b6f94247319ab3	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2199	TXC000104	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	6	0.9759036144578314	0.95	1		assigned	
SRR13557763.2212	TXC000105	TXG016775	NA	18da72afda878046db77a987f4d8515a1365e3ef2c576f02586b7881a3853d2c	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2212	TXC000106	TXG039697	NA	c0222ca8e344d2ab006439d6abe61bbcaa63091bc397b8551d2a7812c2743c97	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2212	TXC000107	TXG034333	NA	5547275e0f53404cc8742c36de2030e13e6968d2764944f00c1bdd1ec9264688	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2259	TXC000108	TXG003695	NA	8db1b41db647f359217551406918efeabd17c99d35313b6d169167df23c869a7	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2285	TXC000109	TXG019713	NA	86749669c99149e0e5cc713b12c7c7626e50b4218c77a690fe3ef7d4fca6493d	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2356	TXC000110	TXG026059	NA	dd3999241ae21cd096621b2140a3b2c075fb66fae1509eac3ac383e6e3d910f8	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2370	TXC000111	TXG001594	TXF000541	9c0860e3846945c7e68bda8e9b9e019bd6aeb7c6baf986031343a3faebf1b0b4	2	0.9523809523809523	0.95	1		assigned	
SRR13557763.2370	TXC000112	TXG000867	TXF000222	4ea6835fa50b91086c84c687f15171c3ab7041a031728e26fcfa9a374dc14566	4	0.96	0.95	1		assigned	
SRR13557763.2370	TXC000113	TXG000072	TXF000025	34fd5fe478861215c7f719437729ea9f9596b09853ca015fcc2ea5481ec94a45	2	0.9534883720930233	0.95	1		assigned	
SRR13557763.2404	TXC000114	TXG004204	NA	ef1e032621a0f48ad45d975675331b3d290ff8858631cec7e2e58417ee9b731f	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2446	TXC000115	TXG000871	TXF000408	6d1f9d8c77f140ea9cf0c0e929552c4514546ad490c0d5c2fd39a0d558637df3	3	0.9594594594594594	0.95	2	TXG002576	assigned	multiple_compatible_clusters
SRR13557763.2453	TXC000116	TXG019816	NA	d4630fd93d876a34e8cf754fe4063d398dfeb6d544ba45e7a2170fd2199db3ac	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2459	TXC000117	TXG017744	NA	e88b0c1a55c658f92ab58e646dbf2380b84302f998d76fd204702e6ab40686d8	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2459	TXC000118	TXG000199	TXF000116	55890b05789ee760935dd689f78dab22d50821f55c7072cb756dbc82aaf66844	3	0.963855421686747	0.95	2	TXG003258	assigned	multiple_compatible_clusters
SRR13557763.2498	TXC000119	TXG007377	NA	a0d279a6b08593679167044013f45c83edb7f63ce00507ad17946d82741aff08	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2519	TXC000120	TXG022311	NA	aebeabc217e4a35a5e97a0699b62ece767fe78e92e9d805d005c3efbb0f7fbab	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2519	TXC000121	TXG018201	NA	c09cdfd5bf6219f8a6f752baeb9fea70a9c85b5c4e8e2bebc8802b6484936bc7	1	0.9918032786885246	0.95	1		below_minimum_support	
SRR13557763.2519	TXC000122	TXG008383	NA	9962d6861fd8743ef656492e92022a25dbc59f687fd576dd28ca13764d3baa2d	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2585	TXC000123	TXG008074	NA	9ddcf3d8a165ef44cac2d5d675de2e5ea80ffb7c601f1434083e5981291bba3b	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2622	TXC000124	TXG005145	NA	25770d0ea68f96402a9d45d8a6a6d61562c200ab166f5fba253713f979df2bd4	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2640	TXC000125	TXG006100	NA	20d614f20ccc80df8160532cf1156c58661f2a3842657426cf1f6823536bd3f2	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2750	TXC000126	TXG021672	NA	f0b6a15be51298b71d7fc9d81807600c1a803b2b7162eb10441b3251483b8b00	1	0.9761904761904762	0.95	2	TXG001286	below_minimum_support	multiple_compatible_clusters
SRR13557763.2750	TXC000127	TXG003533	NA	3e6011974d6253c70af05807ab6364b036550ff0d156845babf6cd92fd8b64da	2	0.9574468085106383	0.95	1		below_minimum_support	
SRR13557763.2750	TXC000128	TXG014829	NA	f24a2824121a1e43a874d00c88d010233b0c429809587dee722efc1074bb3cde	1	0.9787234042553191	0.95	1		below_minimum_support	
SRR13557763.2750	TXC000129	TXG003525	TXF000954	5b47ddbbb7387f37f5a26aa6626f46096bd3c86a39eed16ab7567258cd613818	2	0.9574468085106383	0.95	1		assigned	
SRR13557763.2750	TXC000130	TXG005647	NA	49168cbe8bad1ab55aef168e4f07f57a3a99db1ab148c1190189758d0a4bae6f	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2750	TXC000131	TXG015575	NA	44e2f4a9befcd19e1675599b1b4ec7707da0d68174b328b2eb530409762e80b3	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2820	TXC000132	TXG000483	TXF000521	29548e067619cc7c6799c588a26f7ade9a118a4643f9fcb5c049793b78a9057c	0	1.0	0.95	1		assigned	
SRR13557763.2820	TXC000133	TXG033320	NA	b7d8dea780e96be244afe843c2a9b687dab0fa03129d02105d5e69f7caf1e381	2	0.9512195121951219	0.95	1		below_minimum_support	
SRR13557763.2902	TXC000134	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	12	0.9518072289156626	0.95	1		assigned	
SRR13557763.2915	TXC000135	TXG008912	NA	f454cedb5e35d3c2af1a3525aa63fa6dad1861fb78bd68a1f437b4a6ca07e479	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2957	TXC000136	TXG008693	NA	c53a0bf25de600830df6e5b8dff8c9b23b267f9e4e7fd707e78866abf5a38761	0	1.0	0.95	1		below_minimum_support	
SRR13557763.2957	TXC000137	TXG002175	NA	aee71fb8e14ad43c0c5c25c5e8b8341258eefe98a33c502ce42d0b1695a3496a	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3010	TXC000138	TXG023559	NA	84d5cc6bd737ac3f9d829e0abb430bb309cff87c63a9db79efe64343b730b10b	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3010	TXC000139	TXG019727	NA	ac36671f614f2c9c5b7c1b4b3d525b25b78fcd9725fb7bf1591d75873a7b9b0a	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3050	TXC000140	TXG000001	TXF000001	f26bfaec88ba0e57439afd74e06a179cec19b9c1cc04e84031248a95f44d144c	2	0.9919678714859438	0.95	1		assigned	
SRR13557763.3073	TXC000141	TXG030028	NA	ecd4e2a909df7c62dfcbd74d3aab8df77bcc033ea48d5aefa6692ea8b5e2945a	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3100	TXC000142	TXG002041	TXF001120	15bac9528505c684c7f5eb8d355854635bc3c7f4b1f9d00eedd0dc65ef56c05c	2	0.9615384615384616	0.95	1		assigned	
SRR13557763.3100	TXC000143	TXG036046	NA	9a013962ae847b88cc24e41eaec20f2e6eb581192986f70b087f89ce4e9567b9	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3154	TXC000144	TXG003351	NA	88d841ed65e9cc678f3afb9b1384bdd3ef37b1f16b614900458fcde730d64031	2	0.9714285714285714	0.95	1		below_minimum_support	
SRR13557763.3179	TXC000145	TXG006699	NA	41a1045855f2679e9f7a8df879c033b699bf9fe2378d2dd5f9ee4d37a920f91b	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3179	TXC000146	TXG007034	TXF000542	b9b001f1a8b47994a916954153375a048aae74adb9d4d5c65d75415d08131425	1	0.975609756097561	0.95	1		assigned	
SRR13557763.3200	TXC000147	TXG000761	TXF000142	dbac76ff0a196190a913425b38c8f6ba05e6922868bc3fbb5673ac1d98b8f136	23	0.9620462046204621	0.95	1		assigned	
SRR13557763.3200	TXC000148	TXG000761	TXF000142	dbac76ff0a196190a913425b38c8f6ba05e6922868bc3fbb5673ac1d98b8f136	7	0.9884488448844885	0.95	2	TXG009106	assigned	multiple_compatible_clusters
SRR13557763.3203	TXC000149	TXG016442	NA	e62c33b5b884af10fa2f12fbe0367eadf6bd8b5d6d15ccbfdeadba6be1c81c0c	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3220	TXC000150	TXG034015	NA	64164fefa734b98e522f870f779aaf98e568ae3812940f4eaf6578367c3dce35	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3227	TXC000151	TXG022952	NA	3c47647963146cf3f6f4c86a24fac71ade40dcc1000ed5781a1eba5575897c4a	0	1.0	0.95	1		below_minimum_support	
SRR13557763.3227	TXC000152	TXG017806	NA	3dc29fec77f53965e8ac62aabd87df59b2a4000d8b5afca94bb4fe3492b71a71	0	1.0	0.95	1		below_minimum_support	
