"seqID","arrayID","start","end","strand","score","eval","width","class","score_template"
"chr_sim",4,561355,561415,"-",1.63934426229508,3e-12,61,"61_54",-1
"chr_sim",4,561416,561476,"-",1.63934426229508,3.2e-12,61,"61_54",-1
"chr_sim",4,561477,561537,"-",0,5.1e-13,61,"61_54",-1
"chr_sim",4,561538,561598,"-",4.91803278688525,1e-10,61,"61_54",-1
"chr_sim",4,561599,561659,"-",3.27868852459016,2.1e-11,61,"61_54",-1
"chr_sim",4,561660,561720,"-",1.63934426229508,2.7e-12,61,"61_54",-1
"chr_sim",4,561721,561781,"-",1.63934426229508,3.2e-12,61,"61_54",-1
"chr_sim",4,561782,561842,"-",4.91803278688525,3e-11,61,"61_54",-1
"chr_sim",4,561843,561903,"-",0,5.1e-13,61,"61_54",-1
"chr_sim",5,701185,701246,"+",1.63934426229508,-1,62,"61_52",-1
"chr_sim",5,701247,701307,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701308,701368,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701369,701429,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701430,701490,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701491,701551,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701552,701612,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701613,701673,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701674,701734,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701735,701795,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701796,701856,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701857,701917,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701918,701978,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,701979,702039,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,702040,702100,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,702101,702161,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,702162,702222,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,702223,702283,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,702284,702344,"+",0,3.2e-09,61,"61_52",-1
"chr_sim",5,702345,702406,"+",1.63934426229508,-1,62,"61_52",-1
"chr_sim",6,841668,841691,"-",65.5737704918033,-1,24,"61_55",-1
"chr_sim",6,841692,841752,"-",0,3.5e-11,61,"61_55",-1
"chr_sim",6,841753,841813,"-",1.63934426229508,2.4e-10,61,"61_55",-1
"chr_sim",6,841814,841874,"-",1.63934426229508,5.1e-11,61,"61_55",-1
"chr_sim",6,841875,841935,"-",0,3.5e-11,61,"61_55",-1
"chr_sim",6,841936,841996,"-",4.91803278688525,2.1e-09,61,"61_55",-1
"chr_sim",6,841997,842057,"-",1.63934426229508,1.2e-10,61,"61_55",-1
"chr_sim",6,842058,842118,"-",1.63934426229508,6.7e-11,61,"61_55",-1
"chr_sim",6,842119,842179,"-",3.27868852459016,2.4e-10,61,"61_55",-1
"chr_sim",6,842180,842240,"-",6.55737704918033,1.7e-09,61,"61_55",-1
"chr_sim",6,842241,842301,"-",0,3.5e-11,61,"61_55",-1
"chr_sim",6,842302,842362,"-",1.63934426229508,5.3e-11,61,"61_55",-1
"chr_sim",6,842363,842423,"-",3.27868852459016,1.5e-10,61,"61_55",-1
"chr_sim",6,842424,842484,"-",0,3.5e-11,61,"61_55",-1
"chr_sim",6,842485,842545,"-",0,3.5e-11,61,"61_55",-1
"chr_sim",6,842546,842606,"-",0,3.5e-11,61,"61_55",-1
"chr_sim",6,842607,842667,"-",1.63934426229508,1.9e-10,61,"61_55",-1
"chr_sim",6,842668,842728,"-",6.55737704918033,4.9e-09,61,"61_55",-1
"chr_sim",6,842729,842789,"-",1.63934426229508,2.3e-10,61,"61_55",-1
"chr_sim",6,842790,842850,"-",1.63934426229508,2.9e-10,61,"61_55",-1
"chr_sim",6,842851,842888,"-",37.7049180327869,-1,38,"61_55",-1
"chr_sim",7,982156,982217,"+",1.63934426229508,-1,62,"61_39",-1
"chr_sim",7,982218,982278,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982279,982339,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982340,982400,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982401,982461,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982462,982522,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982523,982583,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982584,982644,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982645,982705,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982706,982766,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982767,982827,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982828,982888,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982889,982949,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,982950,983010,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983011,983071,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983072,983132,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983133,983193,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983194,983254,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983255,983315,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983316,983376,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983377,983437,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983438,983498,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983499,983559,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983560,983620,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983621,983681,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983682,983742,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983743,983803,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983804,983864,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983865,983925,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983926,983986,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,983987,984047,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984048,984108,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984109,984169,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984170,984230,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984231,984291,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984292,984352,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984353,984413,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984414,984474,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984475,984535,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984536,984596,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984597,984657,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984658,984718,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984719,984779,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984780,984840,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984841,984901,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984902,984962,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,984963,985023,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985024,985084,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985085,985145,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985146,985206,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985207,985267,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985268,985328,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985329,985389,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985390,985450,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985451,985511,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985512,985572,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985573,985633,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985634,985694,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985695,985755,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985756,985816,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985817,985877,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985878,985938,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,985939,985999,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986000,986060,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986061,986121,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986122,986182,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986183,986243,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986244,986304,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986305,986365,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986366,986426,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986427,986487,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986488,986548,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986549,986609,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986610,986670,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986671,986731,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986732,986792,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986793,986853,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986854,986914,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986915,986975,"+",0,1.2e-09,61,"61_39",-1
"chr_sim",7,986976,987029,"+",11.4754098360656,-1,54,"61_39",-1
"chr_sim",8,1126293,1126354,"+",3.27868852459016,-1,62,"61_42",-1
"chr_sim",8,1126355,1126415,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1126416,1126476,"+",1.63934426229508,1e-09,61,"61_42",-1
"chr_sim",8,1126477,1126537,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1126538,1126598,"+",4.91803278688525,5.4e-08,61,"61_42",-1
"chr_sim",8,1126599,1126659,"+",1.63934426229508,1.2e-09,61,"61_42",-1
"chr_sim",8,1126660,1126720,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1126721,1126781,"+",1.63934426229508,5.2e-09,61,"61_42",-1
"chr_sim",8,1126782,1126842,"+",1.63934426229508,1.1e-09,61,"61_42",-1
"chr_sim",8,1126843,1126903,"+",1.63934426229508,5.4e-09,61,"61_42",-1
"chr_sim",8,1126904,1126964,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1126965,1127025,"+",4.91803278688525,5.1e-08,61,"61_42",-1
"chr_sim",8,1127026,1127086,"+",4.91803278688525,1.5e-08,61,"61_42",-1
"chr_sim",8,1127087,1127147,"+",1.63934426229508,5.9e-09,61,"61_42",-1
"chr_sim",8,1127148,1127208,"+",1.63934426229508,1e-09,61,"61_42",-1
"chr_sim",8,1127209,1127269,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1127270,1127330,"+",1.63934426229508,5.9e-09,61,"61_42",-1
"chr_sim",8,1127331,1127391,"+",1.63934426229508,2.4e-09,61,"61_42",-1
"chr_sim",8,1127392,1127452,"+",4.91803278688525,2.3e-08,61,"61_42",-1
"chr_sim",8,1127453,1127513,"+",1.63934426229508,5.3e-09,61,"61_42",-1
"chr_sim",8,1127514,1127574,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1127575,1127635,"+",1.63934426229508,1.9e-09,61,"61_42",-1
"chr_sim",8,1127636,1127696,"+",4.91803278688525,5.9e-07,61,"61_42",-1
"chr_sim",8,1127697,1127757,"+",3.27868852459016,7.2e-09,61,"61_42",-1
"chr_sim",8,1127758,1127818,"+",1.63934426229508,2.5e-09,61,"61_42",-1
"chr_sim",8,1127819,1127879,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1127880,1127940,"+",3.27868852459016,2.2e-08,61,"61_42",-1
"chr_sim",8,1127941,1128001,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1128002,1128062,"+",1.63934426229508,1.2e-09,61,"61_42",-1
"chr_sim",8,1128063,1128123,"+",3.27868852459016,4.2e-08,61,"61_42",-1
"chr_sim",8,1128124,1128184,"+",1.63934426229508,1.8e-09,61,"61_42",-1
"chr_sim",8,1128185,1128245,"+",1.63934426229508,1e-09,61,"61_42",-1
"chr_sim",8,1128246,1128306,"+",3.27868852459016,1.6e-08,61,"61_42",-1
"chr_sim",8,1128307,1128367,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1128368,1128428,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1128429,1128489,"+",1.63934426229508,5.5e-09,61,"61_42",-1
"chr_sim",8,1128490,1128550,"+",3.27868852459016,1e-08,61,"61_42",-1
"chr_sim",8,1128551,1128611,"+",1.63934426229508,2.5e-09,61,"61_42",-1
"chr_sim",8,1128612,1128672,"+",1.63934426229508,5e-09,61,"61_42",-1
"chr_sim",8,1128673,1128733,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1128734,1128794,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1128795,1128855,"+",1.63934426229508,3.6e-09,61,"61_42",-1
"chr_sim",8,1128856,1128916,"+",8.19672131147541,4.9e-08,61,"61_42",-1
"chr_sim",8,1128917,1128977,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1128978,1129038,"+",4.91803278688525,1.8e-08,61,"61_42",-1
"chr_sim",8,1129039,1129099,"+",3.27868852459016,6e-09,61,"61_42",-1
"chr_sim",8,1129100,1129160,"+",4.91803278688525,7.5e-09,61,"61_42",-1
"chr_sim",8,1129161,1129221,"+",4.91803278688525,2.7e-08,61,"61_42",-1
"chr_sim",8,1129222,1129282,"+",3.27868852459016,1.8e-09,61,"61_42",-1
"chr_sim",8,1129283,1129343,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1129344,1129404,"+",3.27868852459016,2.2e-09,61,"61_42",-1
"chr_sim",8,1129405,1129465,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1129466,1129526,"+",1.63934426229508,3.6e-09,61,"61_42",-1
"chr_sim",8,1129527,1129587,"+",1.63934426229508,5.3e-09,61,"61_42",-1
"chr_sim",8,1129588,1129648,"+",3.27868852459016,1.2e-08,61,"61_42",-1
"chr_sim",8,1129649,1129709,"+",1.63934426229508,1e-09,61,"61_42",-1
"chr_sim",8,1129710,1129770,"+",3.27868852459016,2.7e-08,61,"61_42",-1
"chr_sim",8,1129771,1129831,"+",1.63934426229508,6.1e-09,61,"61_42",-1
"chr_sim",8,1129832,1129892,"+",4.91803278688525,5.1e-09,61,"61_42",-1
"chr_sim",8,1129893,1129953,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1129954,1130014,"+",1.63934426229508,5.1e-09,61,"61_42",-1
"chr_sim",8,1130015,1130075,"+",1.63934426229508,3.6e-09,61,"61_42",-1
"chr_sim",8,1130076,1130136,"+",3.27868852459016,1.6e-08,61,"61_42",-1
"chr_sim",8,1130137,1130197,"+",3.27868852459016,3.3e-09,61,"61_42",-1
"chr_sim",8,1130198,1130258,"+",1.63934426229508,2.5e-09,61,"61_42",-1
"chr_sim",8,1130259,1130319,"+",1.63934426229508,1.5e-09,61,"61_42",-1
"chr_sim",8,1130320,1130380,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1130381,1130441,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1130442,1130502,"+",1.63934426229508,1.8e-09,61,"61_42",-1
"chr_sim",8,1130503,1130563,"+",1.63934426229508,1.9e-09,61,"61_42",-1
"chr_sim",8,1130564,1130624,"+",3.27868852459016,1.2e-08,61,"61_42",-1
"chr_sim",8,1130625,1130685,"+",3.27868852459016,5.3e-08,61,"61_42",-1
"chr_sim",8,1130686,1130746,"+",3.27868852459016,4e-08,61,"61_42",-1
"chr_sim",8,1130747,1130807,"+",6.55737704918033,1.1e-07,61,"61_42",-1
"chr_sim",8,1130808,1130868,"+",1.63934426229508,1.2e-09,61,"61_42",-1
"chr_sim",8,1130869,1130929,"+",0,6.9e-10,61,"61_42",-1
"chr_sim",8,1130930,1130990,"+",1.63934426229508,6.1e-09,61,"61_42",-1
"chr_sim",8,1130991,1131051,"+",1.63934426229508,1.2e-09,61,"61_42",-1
"chr_sim",8,1131052,1131112,"+",4.91803278688525,4.5e-08,61,"61_42",-1
"chr_sim",8,1131113,1131169,"+",8.19672131147541,-1,57,"61_42",-1
"chr_sim",9,1270428,1270473,"-",54.0983606557377,-1,46,"61_38",-1
"chr_sim",9,1270474,1270534,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270535,1270595,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270596,1270656,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270657,1270717,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270718,1270778,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270779,1270839,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270840,1270900,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270901,1270961,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1270962,1271022,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271023,1271083,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271084,1271144,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271145,1271205,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271206,1271266,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271267,1271327,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271328,1271388,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271389,1271449,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271450,1271510,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271511,1271571,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271572,1271632,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271633,1271693,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271694,1271754,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271755,1271815,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271816,1271876,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271877,1271937,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271938,1271998,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1271999,1272059,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272060,1272120,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272121,1272181,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272182,1272242,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272243,1272303,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272304,1272364,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272365,1272425,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272426,1272486,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272487,1272547,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272548,1272608,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272609,1272669,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272670,1272730,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272731,1272791,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272792,1272852,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272853,1272913,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272914,1272974,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1272975,1273035,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273036,1273096,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273097,1273157,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273158,1273218,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273219,1273279,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273280,1273340,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273341,1273401,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273402,1273462,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273463,1273523,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273524,1273584,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273585,1273645,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273646,1273706,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273707,1273767,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273768,1273828,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273829,1273889,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273890,1273950,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1273951,1274011,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274012,1274072,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274073,1274133,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274134,1274194,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274195,1274255,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274256,1274316,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274317,1274377,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274378,1274438,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274439,1274499,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274500,1274560,"-",0,4.5e-11,61,"61_38",-1
"chr_sim",9,1274561,1274621,"-",0,4.5e-11,61,"61_38",-1
